id,lien,nom,Gamme PC,image_url,boutique,Taille de l'écran,Résolution d'écrans,Processeur,Référence Processeur,Mémoire,Disque Dur,Type Disque Dur,Carte Graphique,Système d'exploitation,Gamer,prix
83DV00JRFG-24G,https://www.mytek.tn/pc-portable-gamer-lenovo-loq-15irx9-i7-13eme-gen-24go-rtx-3050.html,PC Portable Gamer LENOVO LOQ 15IRX9 i7 13ème Gén 24Go RTX 3050,LOQ 15IRX9,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-gamer-lenovo-loq-15irx9-i7-13eme-gen-24go-rtx-3050-qq.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i7,Intel® Core™ i7-13650HX,24 Go,512Go SSD,SSD,Nvidia GeForce,FreeDos,oui,"2 899,000 DT"
83DV0104FG-24G,https://www.mytek.tn/pc-portable-gamer-lenovo-loq-15irx9-i7-13eme-gen-24g-rtx3050.html,PC Portable Gamer LENOVO LOQ 15IRX9 i7 13ème Gén 24G RTX3050,LOQ 15IRX9,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-gamer-lenovo-loq-15irx9-i7-13eme-gen-24g-rtx3050-qq.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i7,Intel® Core™ i7-13650HX,24 Go,512Go SSD,SSD,Nvidia GeForce,Windows 11 Famille,oui,"2 909,000 DT"
886J0EA,https://www.mytek.tn/pc-portable-hp-pavilion-x360-2-in-1-14-ek1006nk-i7-13e-gen-16go-512go-ssd-silver.html,PC Portable HP Pavilion x360 2-in-1 14-ek1006nk i7 13è Gén 16Go 512Go SSD - Silver,PAVILION X360,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-hp-pavilion-x360-2-in-1-14-ek1006nk-i7-13e-gen-16go-512go-ssd-silver-100_1.jpg,Mytek,14 Pouces,1920 x 1080 pixels,Intel Core i7,Intel® Core™ i7-1355U,16 Go,512Go SSD,SSD,Graphique Intégrée,Windows 11 Famille,Non,"2 909,000 DT"
V3607VU-RP209-24G,https://www.mytek.tn/pc-portable-gamer-asus-v16-v3607vu-intel-core-5-210h-24go-rtx-4050.html,PC Portable Gamer ASUS V16 V3607VU Intel Core 5 210H 24Go RTX 4050,V16 V3607VU,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-gamer-asus-v16-v3607vu-intel-core-5-210h-24go-rtx-4050-qa.jpg,Mytek,16 Pouces,1920 x 1200 pixels,Intel Core 5,Intel® Core™ 5 210H,24 Go,512Go SSD,SSD,Nvidia GeForce,FreeDos,oui,"2 919,000 DT"
TUF707ZC4-HX112W-16G,https://www.mytek.tn/pc-portable-asus-tuf-gaming-f17-i5-12eme-gen-16go-rtx-3050.html,PC Portable ASUS TUF Gaming F17 i5 12ème Gén 16Go RTX 3050,TUF GAMING F17,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-asus-tuf-gaming-f17-i5-12eme-gen-16go-rtx-3050_1.jpg,Mytek,17.3 Pouces,1920 x 1080 pixels,Intel Core i5,Intel® Core™ i5-12500H,16 Go,512Go SSD,SSD,Nvidia GeForce,Windows 11 Famille,oui,"2 929,000 DT"
5440-I5-512SSD-1Y,https://www.mytek.tn/pc-portable-dell-latitude-5440-i5-13e-gen-8g-512go-ssd-gris.html,PC Portable DELL Latitude 5440 i5 13è Gén 8G 512Go SSD - Gris,LATITUDE 5440,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-dell-latitude-5440-i5-13e-gen-8g-512go-ssd-gris-25.jpg,Mytek,14 Pouces,1920 x 1080 pixels,Intel Core i5,Intel® Core™ i5-1335U,8 Go,512Go SSD,SSD,Graphique Intégrée,FreeDos,Non,"2 929,000 DT"
845G9EA,https://www.mytek.tn/pc-portable-hp-envy-x360-2-in-1-15-fe0002nk-i5-13e-gen-8go-512go-ssd-silver.html,PC Portable HP ENVY x360 2-in-1 15-fe0002nk i5 13è Gén 8Go 512Go SSD - Silver,ENVY X360,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-hp-envy-x360-2-in-1-15-fe0002nk-i5-13e-gen-8go-512go-ssd-silver-7_1.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i5,Intel® Core™ i5-1335U,8 Go,512Go SSD,SSD,Graphique Intégrée,Windows 11 Famille,Non,"2 939,000 DT"
845H3EA-32G,https://www.mytek.tn/pc-portable-gamer-hp-victus-16-r0001nk-i5-13e-gen-32go-rtx-4050.html,PC Portable Gamer HP Victus 16-r0001nk i5 13è Gén 32Go RTX 4050,Victus 16,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-gamer-hp-victus-16-r0001nk-i5-13e-gen-32go-rtx-4050.jpg,Mytek,16.1 Pouces,1920 x 1080 pixels,Intel Core i5,Intel® Core™ i5-13500H,32 Go,512Go SSD,SSD,Nvidia GeForce,Windows 11 Famille,oui,"2 939,000 DT"
9S7-16R831-2689-16G,https://www.mytek.tn/pc-portable-gamer-msi-thin-15-b13udx-i7-13e-gen-16go-rtx-3050.html,PC Portable Gamer MSI Thin 15 B13UDX i7 13è Gén 16Go RTX 3050,Thin 15 B13UDX,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-gamer-msi-thin-15-b13udx-i7-13e-gen-16go-rtx-3050.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i7,Intel® Core™ i7-13620H,16 Go,512Go SSD,SSD,Nvidia GeForce,FreeDos,oui,"2 949,000 DT"
LAT-5550-I5-1Y,https://www.mytek.tn/pc-portable-dell-latitude-5550-i5-13e-gen-8g-512go-ssd-gris.html,PC Portable DELL Latitude 5550 i5 13è Gén 8G 512Go SSD - Gris,LATITUDE 5550,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-dell-latitude-5550-i5-13e-gen-8g-512go-ssd-gris.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i5,Intel® Core™ i5-1335U,8 Go,512Go SSD,SSD,Graphique Intégrée,FreeDos,Non,"2 955,000 DT"
BU-9S7-16R831-2689-W11P,https://www.mytek.tn/pc-portable-gamer-msi-thin-15-b13udx-i7-13e-gen-8g-rtx-3050.html,PC Portable Gamer MSI Thin 15 B13UDX i7 13è Gén 8G RTX 3050,Thin 15 B13UDX,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-gamer-msi-thin-15-b13udx-i7-13e-gen-8g-rtx-3050.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i7,Intel® Core™ i7-13620H,8 Go,512Go SSD,SSD,Nvidia GeForce,Windows 11 Pro,oui,"2 959,000 DT"
BU-83DV00JRFG-24G-W11P,https://www.mytek.tn/pc-portable-gamer-lenovo-loq-15irx9-i7-13e-gen-24g-rtx-3050.html,PC Portable Gamer LENOVO LOQ 15IRX9 i7 13è Gén 24G RTX 3050,LOQ 15IRX9,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-gamer-lenovo-loq-15irx9-i7-13e-gen-24g-rtx-3050-qq.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i7,Intel® Core™ i7-13650HX,24 Go,512Go SSD,SSD,Nvidia GeForce,Windows 11 Pro,oui,"2 959,000 DT"
83DV0104FG-32G,https://www.mytek.tn/pc-portable-gamer-lenovo-loq-15irx9-i7-13eme-gen-32g-rtx3050.html,PC Portable Gamer LENOVO LOQ 15IRX9 i7 13ème Gén 32G RTX3050,LOQ 15IRX9,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-gamer-lenovo-loq-15irx9-i7-13eme-gen-32g-rtx3050-qq.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i7,Intel® Core™ i7-13650HX,32 Go,512Go SSD,SSD,Nvidia GeForce,Windows 11 Famille,oui,"2 969,000 DT"
V3607VJ-RP109-32G,https://www.mytek.tn/pc-portable-gamer-asus-v16-v3607vj-intel-core-7-240h-32go-rtx-3050.html,PC Portable Gamer ASUS V16 V3607VJ Intel Core 7 240H 32Go RTX 3050,V16 V3607VJ,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-gamer-asus-v16-v3607vj-intel-core-7-240h-32go-rtx-3050.jpg,Mytek,16 Pouces,1920 x 1200 pixels,Intel Core 7,Intel® Core™ 7 240H,32 Go,512Go SSD,SSD,Nvidia GeForce,FreeDos,oui,"2 969,000 DT"
21JN001NFE,https://www.mytek.tn/pc-portable-lenovo-thinkpad-e16-gen-1-i7-13e-gen-16g-512g-ssd-noir.html,PC Portable LENOVO ThinkPad E16 Gen 1 i7 13è Gén 16G 512G SSD - Noir,THINKPAD E16 GEN 1,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-lenovo-thinkpad-e16-gen-1-i7-13e-gen-16g-512g-ssd-noir.jpg,Mytek,16 Pouces,1920 x 1200 pixels,Intel Core i7,Intel® Core™ i7-1355U,16 Go,512Go SSD,SSD,Graphique Intégrée,FreeDos,Non,"2 969,000 DT"
9S7-16R831-2689-24G,https://www.mytek.tn/pc-portable-gamer-msi-thin-15-b13udx-i7-13e-gen-24go-rtx-3050.html,PC Portable Gamer MSI Thin 15 B13UDX i7 13è Gén 24Go RTX 3050,Thin 15 B13UDX,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-gamer-msi-thin-15-b13udx-i7-13e-gen-24go-rtx-3050.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i7,Intel® Core™ i7-13620H,24 Go,512Go SSD,SSD,Nvidia GeForce,FreeDos,oui,"2 979,000 DT"
AY2T1EA,https://www.mytek.tn/pc-portable-hp-envy-x360-2-in-1-14-fa0002nk-amd-ryzen-5-16go-1to-ssd-silver.html,PC Portable HP ENVY x360 2-in-1 14-fa0002nk AMD RYZEN 5 16Go 1To SSD - Silver,ENVY X360,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-hp-envy-x360-2-in-1-14-fa0002nk-amd-ryzen-5-16go-1to-ssd-silver.jpg,Mytek,14 Pouces,1920 x 1200 pixels,AMD Ryzen 5,AMD Ryzen™ 5 8640HS,16 Go,1 To SSD,SSD,AMD Radeon,Windows 11 Famille,Non,"2 985,000 DT"
9S7-16R831-2604,https://www.mytek.tn/pc-portable-gamer-msi-thin-15-b13ve-i7-13e-gen-16go-rtx-4050.html,PC Portable Gamer MSI Thin 15 B13VE i7 13è Gén 16Go RTX 4050,Thin 15 B13VE,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-gamer-msi-thin-15-b13ve-i7-13e-gen-16go-rtx-4050.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i7,Intel® Core™ i7-13620H,16 Go,512Go SSD,SSD,Nvidia GeForce,FreeDos,oui,"2 999,000 DT"
83DV00JRFG-32G,https://www.mytek.tn/pc-portable-gamer-lenovo-loq-15irx9-i7-13eme-gen-32go-rtx-3050.html,PC Portable Gamer LENOVO LOQ 15IRX9 i7 13ème Gén 32Go RTX 3050,LOQ 15IRX9,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-gamer-lenovo-loq-15irx9-i7-13eme-gen-32go-rtx-3050-qq.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i7,Intel® Core™ i7-13650HX,32 Go,512Go SSD,SSD,Nvidia GeForce,FreeDos,oui,"2 999,000 DT"
V3607VU-RP209-32G,https://www.mytek.tn/pc-portable-gamer-asus-v16-v3607vu-intel-core-5-210h-32go-rtx-4050.html,PC Portable Gamer ASUS V16 V3607VU Intel Core 5 210H 32Go RTX 4050,V16 V3607VU,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-gamer-asus-v16-v3607vu-intel-core-5-210h-32go-rtx-4050-qa.jpg,Mytek,16 Pouces,1920 x 1200 pixels,Intel Core 5,Intel® Core™ 5 210H,32 Go,512Go SSD,SSD,Nvidia GeForce,FreeDos,oui,"3 009,000 DT"
BU-9S7-16R831-2689-16G-W11P,https://www.mytek.tn/pc-portable-gamer-msi-thin-15-b13udx-i7-13e-gen-16g-rtx-3050.html,PC Portable Gamer MSI Thin 15 B13UDX i7 13è Gén 16G RTX 3050,Thin 15 B13UDX,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-gamer-msi-thin-15-b13udx-i7-13e-gen-16g-rtx-3050.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i7,Intel® Core™ i7-13620H,16 Go,512Go SSD,SSD,Nvidia GeForce,Windows 11 Pro,oui,"3 009,000 DT"
TP3402VA-KN482W,https://www.mytek.tn/pc-portable-asus-vivobook-s14-flip-oled-i9-13e-gen-16g-512g-ssd-bleu.html,PC Portable ASUS Vivobook S14 Flip OLED i9 13è Gén 16G 512G SSD - Bleu,VIVOBOOK S14 Flip OLED,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-asus-vivobook-s14-flip-oled-i9-13e-gen-16g-512g-ssd-bleu-vgf.jpg,Mytek,14 Pouces,2880 x 1800 pixels,Intel Core i9,Intel® Core™ i9-13900H,16 Go,512Go SSD,SSD,Graphique Intégrée,Windows 11 Famille,Non,"3 015,000 DT"
9S7-16R831-2689-32G,https://www.mytek.tn/pc-portable-gamer-msi-thin-15-b13udx-i7-13e-gen-32go-rtx-3050.html,PC Portable Gamer MSI Thin 15 B13UDX i7 13è Gén 32Go RTX 3050,Thin 15 B13UDX,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-gamer-msi-thin-15-b13udx-i7-13e-gen-32go-rtx-3050.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i7,Intel® Core™ i7-13620H,32 Go,512Go SSD,SSD,Nvidia GeForce,FreeDos,oui,"3 019,000 DT"
9S7-16R831-2604-24G,https://www.mytek.tn/pc-portable-gamer-msi-thin-15-b13ve-i7-13e-gen-24go-rtx-4050.html,PC Portable Gamer MSI Thin 15 B13VE i7 13è Gén 24Go RTX 4050,Thin 15 B13VE,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-gamer-msi-thin-15-b13ve-i7-13e-gen-24go-rtx-4050.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i7,Intel® Core™ i7-13620H,24 Go,512Go SSD,SSD,Nvidia GeForce,FreeDos,oui,"3 025,000 DT"
BU-83JC00DQFG-16G,https://www.mytek.tn/pc-portable-gamer-lenovo-loq-15arp9-amd-ryzen-7-16go-rtx4050.html,PC Portable Gamer LENOVO LOQ 15ARP9 AMD RYZEN 7 16Go RTX4050,LOQ 15ARP9,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-gamer-lenovo-loq-15arp9-amd-ryzen-7-16go-rtx4050-qq.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,AMD Ryzen 7,AMD Ryzen™ 7 7435HS,16 Go,1 To SSD,SSD,Nvidia GeForce,FreeDos,oui,"3 035,000 DT"
83JC00DQFG-16G,https://www.mytek.tn/pc-portable-gamer-lenovo-loq-15arp9-amd-ryzen-7-16go-rtx-4050.html,PC Portable Gamer LENOVO LOQ 15ARP9 AMD RYZEN 7 16Go RTX 4050,LOQ 15ARP9,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-gamer-lenovo-loq-15arp9-amd-ryzen-7-16go-rtx-4050-qq.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,AMD Ryzen 7,AMD Ryzen™ 7 7435HS,16 Go,1 To SSD,SSD,Nvidia GeForce,FreeDos,oui,"3 035,000 DT"
BU-9S7-16R831-2689-24G-W11P,https://www.mytek.tn/pc-portable-gamer-msi-thin-15-b13udx-i7-13e-gen-24g-rtx-3050.html,PC Portable Gamer MSI Thin 15 B13UDX i7 13è Gén 24G RTX 3050,Thin 15 B13UDX,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-gamer-msi-thin-15-b13udx-i7-13e-gen-24g-rtx-3050.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i7,Intel® Core™ i7-13620H,24 Go,512Go SSD,SSD,Nvidia GeForce,Windows 11 Pro,oui,"3 039,000 DT"
83LK006TFG-32G,https://www.mytek.tn/pc-portable-gamer-lenovo-loq-15iax9e-i7-12e-gen-32go-rtx-4050.html,PC Portable Gamer LENOVO LOQ 15IAX9E i7 12è Gén 32Go RTX 4050,LOQ 15IAX9E,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-gamer-lenovo-loq-15iax9e-i7-12e-gen-32go-rtx-4050-qq.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i7,Intel® Core™ i7-12650HX,32 Go,512Go SSD,SSD,Nvidia GeForce,Windows 11 Famille,oui,"3 039,000 DT"
9S7-15K111-1493,https://www.mytek.tn/pc-portable-gamer-msi-cyborg-15-a13ve-i7-13e-gen-8go-rtx-4050.html,PC Portable Gamer MSI Cyborg 15 A13VE i7 13è Gén 8Go RTX 4050,Cyborg 15 A13VE,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-gamer-msi-cyborg-15-a13ve-i7-13e-gen-8go-rtx-4050-40.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i7,Intel® Core™ i7-13620H,8 Go,512Go SSD,SSD,Nvidia GeForce,FreeDos,oui,"3 049,000 DT"
LAT-5550-I5-3Y,https://www.mytek.tn/pc-portable-dell-latitude-5550-i5-13e-gen-8go-512go-ssd-gris.html,PC Portable DELL Latitude 5550 i5 13è Gén 8Go 512Go SSD - Gris,LATITUDE 5550,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-dell-latitude-5550-i5-13e-gen-8go-512go-ssd-gris.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i5,Intel® Core™ i5-1335U,8 Go,512Go SSD,SSD,Graphique Intégrée,FreeDos,Non,"3 059,000 DT"
BU-83DV00JRFG-32G-W11P,https://www.mytek.tn/pc-portable-gamer-lenovo-loq-15irx9-i7-13eme-gen-32g-rtx-3050.html,PC Portable Gamer LENOVO LOQ 15IRX9 i7 13ème Gén 32G RTX 3050,LOQ 15IRX9,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-gamer-lenovo-loq-15irx9-i7-13eme-gen-32g-rtx-3050-qq.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i7,Intel® Core™ i7-13650HX,32 Go,512Go SSD,SSD,Nvidia GeForce,Windows 11 Pro,oui,"3 059,000 DT"
BU-9S7-16R831-2604-W11P,https://www.mytek.tn/pc-portable-gamer-msi-thin-15-b13ve-i7-13e-gen-16g-rtx-4050.html,PC Portable Gamer MSI Thin 15 B13VE i7 13è Gén 16G RTX 4050,Thin 15 B13VE,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-gamer-msi-thin-15-b13ve-i7-13e-gen-16g-rtx-4050.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i7,Intel® Core™ i7-13620H,16 Go,512Go SSD,SSD,Nvidia GeForce,Windows 11 Pro,oui,"3 059,000 DT"
BU-83JC00DQFG-20G,https://www.mytek.tn/pc-portable-gamer-lenovo-loq-15arp9-amd-ryzen-7-20go-rtx4050.html,PC Portable Gamer LENOVO LOQ 15ARP9 AMD RYZEN 7 20Go RTX4050,LOQ 15ARP9,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-gamer-lenovo-loq-15arp9-amd-ryzen-7-20go-rtx4050-qq.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,AMD Ryzen 7,AMD Ryzen™ 7 7435HS,20 Go,1 To SSD,SSD,Nvidia GeForce,FreeDos,oui,"3 065,000 DT"
83JC00DQFG-20G,https://www.mytek.tn/pc-portable-gamer-lenovo-loq-15arp9-amd-ryzen-7-20go-rtx-4050.html,PC Portable Gamer LENOVO LOQ 15ARP9 AMD RYZEN 7 20Go RTX 4050,LOQ 15ARP9,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-gamer-lenovo-loq-15arp9-amd-ryzen-7-20go-rtx-4050-qq.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,AMD Ryzen 7,AMD Ryzen™ 7 7435HS,20 Go,1 To SSD,SSD,Nvidia GeForce,FreeDos,oui,"3 065,000 DT"
TP3402VA-LZ263W-16G,https://www.mytek.tn/pc-portable-asus-vivobook-s14-flip-i9-13e-gen-16go-512go-ssd-silver.html,PC Portable ASUS Vivobook S14 Flip i9 13è Gén 16Go 512Go SSD - Silver,VIVOBOOK S14 Flip,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-asus-vivobook-s14-flip-i9-13e-gen-16go-512go-ssd-silver-fr_1_.jpg,Mytek,14 Pouces,1920 x 1200 pixels,Intel Core i9,Intel® Core™ i9-13900H,16 Go,512Go SSD,SSD,Graphique Intégrée,Windows 11 Famille,Non,"3 075,000 DT"
BU-9S7-16R831-2689-32G-W11P,https://www.mytek.tn/pc-portable-gamer-msi-thin-15-b13udx-i7-13e-gen-32g-rtx-3050.html,PC Portable Gamer MSI Thin 15 B13UDX i7 13è Gén 32G RTX 3050,Thin 15 B13UDX,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-gamer-msi-thin-15-b13udx-i7-13e-gen-32g-rtx-3050.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i7,Intel® Core™ i7-13620H,32 Go,512Go SSD,SSD,Nvidia GeForce,Windows 11 Pro,oui,"3 079,000 DT"
9S7-16R831-2604-32G,https://www.mytek.tn/pc-portable-gamer-msi-thin-15-b13ve-i7-13e-gen-32go-rtx-4050.html,PC Portable Gamer MSI Thin 15 B13VE i7 13è Gén 32Go RTX 4050,Thin 15 B13VE,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-gamer-msi-thin-15-b13ve-i7-13e-gen-32go-rtx-4050.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i7,Intel® Core™ i7-13620H,32 Go,512Go SSD,SSD,Nvidia GeForce,FreeDos,oui,"3 085,000 DT"
BU-9S7-16R831-2604-24G-W11P,https://www.mytek.tn/pc-portable-gamer-msi-thin-15-b13ve-i7-13e-gen-24g-rtx-4050.html,PC Portable Gamer MSI Thin 15 B13VE i7 13è Gén 24G RTX 4050,Thin 15 B13VE,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-gamer-msi-thin-15-b13ve-i7-13e-gen-24g-rtx-4050.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i7,Intel® Core™ i7-13620H,24 Go,512Go SSD,SSD,Nvidia GeForce,Windows 11 Pro,oui,"3 085,000 DT"
BU-83JC00DQFG-16G-W11P,https://www.mytek.tn/pc-portable-gamer-lenovo-loq-15arp9-amd-ryzen-7-16g-rtx-4050.html,PC Portable Gamer LENOVO LOQ 15ARP9 AMD RYZEN 7 16G RTX 4050,LOQ 15ARP9,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-gamer-lenovo-loq-15arp9-amd-ryzen-7-16g-rtx-4050-qq.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,AMD Ryzen 7,AMD Ryzen™ 7 7435HS,16 Go,1 To SSD,SSD,Nvidia GeForce,Windows 11 Pro,oui,"3 095,000 DT"
83JC00DQFG-24G,https://www.mytek.tn/pc-portable-gamer-lenovo-loq-15arp9-amd-ryzen-7-24go-rtx-4050.html,PC Portable Gamer LENOVO LOQ 15ARP9 AMD RYZEN 7 24Go RTX 4050,LOQ 15ARP9,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-gamer-lenovo-loq-15arp9-amd-ryzen-7-24go-rtx-4050-qq.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,AMD Ryzen 7,AMD Ryzen™ 7 7435HS,24 Go,1 To SSD,SSD,Nvidia GeForce,FreeDos,oui,"3 099,000 DT"
BU-9S7-15K111-1493-W11P,https://www.mytek.tn/pc-portable-gamer-msi-cyborg-15-a13ve-i7-13e-gen-8go-rtx4050.html,PC Portable Gamer MSI Cyborg 15 A13VE i7 13è Gén 8Go RTX4050,Cyborg 15 A13VE,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-gamer-msi-cyborg-15-a13ve-i7-13e-gen-8go-rtx4050.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i7,Intel® Core™ i7-13620H,8 Go,512Go SSD,SSD,Nvidia GeForce,Windows 11 Pro,oui,"3 109,000 DT"
TP3402VA-LZ263W-24G,https://www.mytek.tn/pc-portable-asus-vivobook-s14-flip-i9-13e-gen-24go-512go-ssd-silver.html,PC Portable ASUS Vivobook S14 Flip i9 13è Gén 24Go 512Go SSD - Silver,VIVOBOOK S14 Flip,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-asus-vivobook-s14-flip-i9-13e-gen-24go-512go-ssd-silver-fr.jpg,Mytek,14 Pouces,1920 x 1200 pixels,Intel Core i9,Intel® Core™ i9-13900H,24 Go,512Go SSD,SSD,Graphique Intégrée,Windows 11 Famille,Non,"3 115,000 DT"
V3607VU-RP246-16G,https://www.mytek.tn/pc-portable-gamer-asus-v16-v3607vu-intel-core-7-240h-16go-rtx-4050.html,PC Portable Gamer ASUS V16 V3607VU Intel Core 7 240H 16Go RTX 4050,V16 V3607VU,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-gamer-asus-v16-v3607vu-intel-core-7-240h-16go-rtx-4050-qa.jpg,Mytek,16 Pouces,1920 x 1200 pixels,Intel Core 7,Intel® Core™ 7 240H,16 Go,512Go SSD,SSD,Nvidia GeForce,FreeDos,oui,"3 119,000 DT"
