id,lien,nom,Gamme PC,image_url,boutique,Taille de l'écran,Résolution d'écrans,Processeur,Référence Processeur,Mémoire,Disque Dur,Type Disque Dur,Carte Graphique,Système d'exploitation,Gamer,prix
82LX00CKFG,https://www.mytek.tn/pc-portable-lenovo-ideapad-1-15ijl7-intel-celeron-n4500-8go-256go-ssd-bleu.html,PC Portable LENOVO IdeaPad 1 15IJL7 Intel Celeron N4500 8Go 256Go SSD - Bleu,IDEAPAD 1,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-lenovo-ideapad-1-15ijl7-intel-celeron-n4500-8go-256go-ssd-bleu-40.jpg,Mytek,15.6 Pouces,1366 x 768 pixels,Intel Celeron,Intel® Celeron® N4500,8 Go,256 Go SSD,SSD,Graphique Intégrée,FreeDos,Non,"709,000 DT"
82LX00CFFG,https://www.mytek.tn/pc-portable-lenovo-ideapad-1-15ijl7-intel-celeron-n4500-8go-256go-ssd-gris.html,PC Portable LENOVO IdeaPad 1 15IJL7 Intel Celeron N4500 8Go 256Go SSD - Gris,IDEAPAD 1,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-lenovo-ideapad-1-15ijl7-intel-celeron-n4500-8go-256go-ssd-gris_1.jpg,Mytek,15.6 Pouces,1366 x 768 pixels,Intel Celeron,Intel® Celeron® N4500,8 Go,256 Go SSD,SSD,Graphique Intégrée,FreeDos,Non,"709,000 DT"
A30XQEA,https://www.mytek.tn/pc-portable-hp-15-fd0298nk-intel-n100-4go-256go-ssd-noir.html,PC Portable HP 15-fd0298nk Intel N100 4Go 256Go SSD - Noir,15-fd0298nk,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-hp-15-fd0298nk-intel-n100-4go-256go-ssd-noir-h.jpg,Mytek,15.6 Pouces,1366 x 768 pixels,Intel Celeron,Intel® N100,4 Go,256 Go SSD,SSD,Graphique Intégrée,FreeDos,Non,"719,000 DT"
X515KA-EJ008,https://www.mytek.tn/pc-portable-asus-x515ka-intel-celeron-n4500-4go-256go-ssd-silver.html,PC Portable ASUS X515KA Intel Celeron N4500 4Go 256Go SSD - Silver,X515KA,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-asus-x515ka-intel-celeron-n4500-4go-256go-ssd-silver-40.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Celeron,Intel® Celeron® N4500,4 Go,256 Go SSD,SSD,Graphique Intégrée,FreeDos,Non,"719,000 DT"
BU-82LX00CKFG-SAC,https://www.mytek.tn/pc-portable-lenovo-ideapad-1-15ijl7-intel-celeron-n4500-8g-256g-ssd-bleu.html,PC Portable LENOVO IdeaPad 1 15IJL7 Intel Celeron N4500 8G 256G SSD - Bleu,IDEAPAD 1,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-lenovo-ideapad-1-15ijl7-intel-celeron-n4500-8g-256g-ssd-bleu-301.jpg,Mytek,15.6 Pouces,1366 x 768 pixels,Intel Celeron,Intel® Celeron® N4500,8 Go,256 Go SSD,SSD,Graphique Intégrée,FreeDos,Non,"719,000 DT"
82LX00CEFG,https://www.mytek.tn/pc-portable-lenovo-ideapad-1-15ijl7-intel-celeron-n4500-8g-256go-ssd-gris.html,PC Portable LENOVO IdeaPad 1 15IJL7 Intel Celeron N4500 8G 256Go SSD - Gris,IDEAPAD 1,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-lenovo-ideapad-1-15ijl7-intel-celeron-n4500-8g-256go-ssd-gris_1.jpg,Mytek,15.6 Pouces,1366 x 768 pixels,Intel Celeron,Intel® Celeron® N4500,8 Go,256 Go SSD,SSD,Graphique Intégrée,Windows 11 Famille,Non,"735,000 DT"
82LX00CDFG,https://www.mytek.tn/pc-portable-lenovo-ideapad-1-15ijl7-intel-celeron-n4500-8g-256go-ssd-bleu.html,PC Portable LENOVO IdeaPad 1 15IJL7 Intel Celeron N4500 8G 256Go SSD - Bleu,IDEAPAD 1,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-lenovo-ideapad-1-15ijl7-intel-celeron-n4500-8g-256go-ssd-bleu-37.jpg,Mytek,15.6 Pouces,1366 x 768 pixels,Intel Celeron,Intel® Celeron® N4500,8 Go,256 Go SSD,SSD,Graphique Intégrée,Windows 11 Famille,Non,"735,000 DT"
X515KA-EJ008-8G,https://www.mytek.tn/pc-portable-asus-x515ka-intel-celeron-n4500-8go-256go-ssd-silver.html,PC Portable ASUS X515KA Intel Celeron N4500 8Go 256Go SSD - Silver,X515KA,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-asus-x515ka-intel-celeron-n4500-8go-256go-ssd-silver-40.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Celeron,Intel® Celeron® N4500,8 Go,256 Go SSD,SSD,Graphique Intégrée,FreeDos,Non,"739,000 DT"
MAXBOOK-X15PRO,https://www.mytek.tn/pc-portable-bmax-maxbook-x15-pro-intel-n95-12e-gen-16go-512go-ssd.html,PC Portable BMAX MaxBook X15 Pro Intel N95 12è Gén 16Go 512Go SSD,MaxBook X15 Pro,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-bmax-maxbook-x15-pro-intel-n95-12e-gen-16go-512go-ssd.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel N95,Intel® N95 de 12è Génération,16 Go,512Go SSD,SSD,Graphique Intégrée,Windows 11 Pro,Non,"739,000 DT"
BU-MAXBOOK-X15PRO,https://www.mytek.tn/pc-portable-bmax-maxbook-x15-pro-intel-n95-12e-gen-16g-512go-ssd.html,PC Portable BMAX MaxBook X15 Pro Intel N95 12è Gén 16G 512Go SSD,MaxBook X15 Pro,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-bmax-maxbook-x15-pro-intel-n95-12e-gen-16g-512go-ssd.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel N95,Intel® N95 de 12è Génération,16 Go,512Go SSD,SSD,Graphique Intégrée,Windows 11 Pro,Non,"739,000 DT"
BU-82LX00CEFG-SAC,https://www.mytek.tn/pc-portable-lenovo-ideapad-1-15ijl7-intel-celeron-n4500-8go-256g-ssd-gris.html,PC Portable LENOVO IdeaPad 1 15IJL7 Intel Celeron N4500 8Go 256G SSD - Gris,IDEAPAD 1,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-lenovo-ideapad-1-15ijl7-intel-celeron-n4500-8go-256g-ssd-gris-90.jpg,Mytek,15.6 Pouces,1366 x 768 pixels,Intel Celeron,Intel® Celeron® N4500,8 Go,256 Go SSD,SSD,Graphique Intégrée,Windows 11 Famille,Non,"745,000 DT"
BU-82LX00CDFG-SAC,https://www.mytek.tn/pc-portable-lenovo-ideapad-1-15ijl7-intel-celeron-n4500-8g-256g-ssd.html,PC Portable LENOVO IdeaPad 1 15IJL7 Intel Celeron N4500 8G 256G SSD,IDEAPAD 1,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-lenovo-ideapad-1-15ijl7-intel-celeron-n4500-8g-256g-ssd-bleu-301_1.jpg,Mytek,15.6 Pouces,1366 x 768 pixels,Intel Celeron,Intel® Celeron® N4500,8 Go,256 Go SSD,SSD,Graphique Intégrée,Windows 11 Famille,Non,"745,000 DT"
AB1T8EA,https://www.mytek.tn/pc-portable-hp-15-fd0297nk-intel-n100-8go-256go-ssd-noir.html,PC Portable HP 15-fd0297nk Intel N100 8Go 256Go SSD - Noir,15-fd0297nk,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-hp-15-fd0297nk-intel-n100-16go-256go-ssd-noir-11.jpg,Mytek,15.6 Pouces,1366 x 768 pixels,Intel Celeron,Intel® N100,8 Go,256 Go SSD,SSD,Graphique Intégrée,FreeDos,Non,"749,000 DT"
A30XQEA-8G,https://www.mytek.tn/pc-portable-hp-15-fd0298nk-intel-n100-8go-256go-ssd-noir.html,PC Portable HP 15-fd0298nk Intel N100 8Go 256Go SSD - Noir,15-fd0298nk,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-hp-15-fd0298nk-intel-n100-8go-256go-ssd-noir-hgb.jpg,Mytek,15.6 Pouces,1366 x 768 pixels,Intel Celeron,Intel® N100,8 Go,256 Go SSD,SSD,Graphique Intégrée,FreeDos,Non,"749,000 DT"
886L4EA,https://www.mytek.tn/pc-portable-hp-15-fd0029nk-intel-n100-4go-256go-ssd-silver-bleu.html,PC Portable HP 15-fd0029nk Intel N100 4Go 256Go SSD - Silver & Bleu,15-fd0029nk,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-hp-15-fd0029nk-intel-n100-4go-256go-ssd-silver-bleu-200_1_.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Celeron,Intel® N100,4 Go,256 Go SSD,SSD,Graphique Intégrée,Windows 11 Famille,Non,"759,000 DT"
886L5EA,https://www.mytek.tn/pc-portable-hp-15-fd0030nk-intel-n100-4g-256go-ssd-gris.html,PC Portable HP 15-fd0030nk Intel N100 4Go 256Go SSD - Gris,15-fd0030nk,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-hp-15-fd0030nk-intel-n100-4g-256go-ssd-gris-y.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Celeron,Intel® N100,4 Go,256 Go SSD,SSD,Graphique Intégrée,Windows 11 Famille,Non,"759,000 DT"
BU-82LX00CFFG-W11P,https://www.mytek.tn/pc-portable-lenovo-ideapad-1-15ijl7-intel-celeron-n4500-8g-256g-ssd-gris.html,PC Portable LENOVO IdeaPad 1 15IJL7 Intel Celeron N4500 8G 256G SSD - Gris,IDEAPAD 1,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-lenovo-ideapad-1-15ijl7-intel-celeron-n4500-8g-256g-ssd-gris-20.jpg,Mytek,15.6 Pouces,1366 x 768 pixels,Intel Celeron,Intel® Celeron® N4500,8 Go,256 Go SSD,SSD,Graphique Intégrée,Windows 11 Pro,Non,"769,000 DT"
BU-82LX00CKFG-W11P,https://www.mytek.tn/pc-portable-lenovo-ideapad-1-15ijl7-intel-celeron-n-4500-8g-256g-ssd-bleu.html,PC Portable LENOVO IdeaPad 1 15IJL7 Intel Celeron N 4500 8G 256G SSD - Bleu,IDEAPAD 1,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-lenovo-ideapad-1-15ijl7-intel-celeron-n-4500-8g-256g-ssd-bleu-m.jpg,Mytek,15.6 Pouces,1366 x 768 pixels,Intel Celeron,Intel® Celeron® N4500,8 Go,256 Go SSD,SSD,Graphique Intégrée,Windows 11 Pro,Non,"769,000 DT"
BU-886L4EA,https://www.mytek.tn/pc-portable-hp-15-fd0029nk-intel-n100-4g-256go-ssd-silver-bleu.html,PC Portable HP 15-fd0029nk Intel N100 4G 256Go SSD - Silver & Bleu,15-fd0029nk,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-hp-15-fd0029nk-intel-n100-4g-256go-ssd-silver-bleu-99.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Celeron,Intel® N100,4 Go,256 Go SSD,SSD,Graphique Intégrée,Windows 11 Famille,Non,"775,000 DT"
BU-886L5EA,https://www.mytek.tn/pc-portable-hp-15-fd0030nk-intel-n100-4g-256g-ssd-gris.html,PC Portable HP 15-fd0030nk Intel N100 4G 256G SSD - Gris,15-fd0030nk,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-hp-15-fd0030nk-intel-n100-4g-256g-ssd-gris-qa.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Celeron,Intel® N100,4 Go,256 Go SSD,SSD,Graphique Intégrée,Windows 11 Famille,Non,"775,000 DT"
BU-A30XQEA-W11P,https://www.mytek.tn/pc-portable-hp-15-fd0298nk-intel-n100-4g-256go-ssd-noir.html,PC Portable HP 15-fd0298nk Intel N100 4G 256Go SSD - Noir,15-fd0298nk,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-hp-15-fd0298nk-intel-n100-4g-256go-ssd-noir-i.jpg,Mytek,15.6 Pouces,1366 x 768 pixels,Intel Celeron,Intel® N100,4 Go,256 Go SSD,SSD,Graphique Intégrée,Windows 11 Pro,Non,"779,000 DT"
BU-X515KA-EJ008-W11P,https://www.mytek.tn/pc-portable-asus-x515ka-intel-celeron-n4500-4go-256g-ssd-silver.html,PC Portable ASUS X515KA Intel Celeron N4500 4Go 256G SSD - Silver,X515KA,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-asus-x515ka-intel-celeron-n4500-4go-256g-ssd-silver-40.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Celeron,Intel® Celeron® N4500,4 Go,256 Go SSD,SSD,Graphique Intégrée,Windows 11 Pro,Non,"779,000 DT"
X515KA-EJ008-16G,https://www.mytek.tn/pc-portable-asus-x515ka-intel-celeron-n4500-16go-256go-ssd-silver.html,PC Portable ASUS X515KA Intel Celeron N4500 16Go 256Go SSD - Silver,X515KA,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-asus-x515ka-intel-celeron-n4500-16go-256go-ssd-silver-40.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Celeron,Intel® Celeron® N4500,16 Go,256 Go SSD,SSD,Graphique Intégrée,FreeDos,Non,"779,000 DT"
886L5EA-8G,https://www.mytek.tn/pc-portable-hp-15-fd0030nk-intel-n100-8go-256go-ssd-gris.html,PC Portable HP 15-fd0030nk Intel N100 8Go 256Go SSD - Gris,15-fd0030nk,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-hp-15-fd0030nk-intel-n100-8go-256go-ssd-gris-uh.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Celeron,Intel® N100,8 Go,256 Go SSD,SSD,Graphique Intégrée,Windows 11 Famille,Non,"785,000 DT"
886L4EA-8G,https://www.mytek.tn/pc-portable-hp-15-fd0029nk-intel-n100-8go-256go-ssd-silver-bleu.html,PC Portable HP 15-fd0029nk Intel N100 8Go 256Go SSD - Silver & Bleu,15-fd0029nk,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-hp-15-fd0029nk-intel-n100-8go-256go-ssd-silver-bleu_1.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Celeron,Intel® N100,8 Go,256 Go SSD,SSD,Graphique Intégrée,Windows 11 Famille,Non,"785,000 DT"
AB1T8EA-16G,https://www.mytek.tn/pc-portable-hp-15-fd0297nk-intel-n100-16go-256go-ssd-noir.html,PC Portable HP 15-fd0297nk Intel N100 16Go 256Go SSD - Noir,15-fd0297nk,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-hp-15-fd0297nk-intel-n100-16go-256go-ssd-noir-20.jpg,Mytek,15.6 Pouces,1366 x 768 pixels,Intel Celeron,Intel® N100,16 Go,256 Go SSD,SSD,Graphique Intégrée,FreeDos,Non,"789,000 DT"
A30XQEA-16G,https://www.mytek.tn/pc-portable-hp-15-fd0298nk-intel-n100-16go-256go-ssd-noir.html,PC Portable HP 15-fd0298nk Intel N100 16Go 256Go SSD - Noir,15-fd0298nk,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-hp-15-fd0298nk-intel-n100-16go-256go-ssd-noir-h.jpg,Mytek,15.6 Pouces,1366 x 768 pixels,Intel Celeron,Intel® N100,16 Go,256 Go SSD,SSD,Graphique Intégrée,FreeDos,Non,"789,000 DT"
BU-X515KA-EJ008-8G-W11P,https://www.mytek.tn/pc-portable-asus-x515ka-intel-celeron-n4500-8g-256go-ssd-silver.html,PC Portable ASUS X515KA Intel Celeron N4500 8G 256Go SSD - Silver,X515KA,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-asus-x515ka-intel-celeron-n4500-8g-256go-ssd-silver-40.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Celeron,Intel® Celeron® N4500,8 Go,256 Go SSD,SSD,Graphique Intégrée,Windows 11 Pro,Non,"799,000 DT"
BU-886L4EA-8G,https://www.mytek.tn/pc-portable-hp-15-fd0029nk-intel-n100-8g-256go-ssd-silver-bleu.html,PC Portable HP 15-fd0029nk Intel N100 8G 256Go SSD - Silver & Bleu,15-fd0029nk,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-hp-15-fd0029nk-intel-n100-8g-256go-ssd-silver-bleu-60.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Celeron,Intel® N100,8 Go,256 Go SSD,SSD,Graphique Intégrée,Windows 11 Famille,Non,"805,000 DT"
BU-886L5EA-8G,https://www.mytek.tn/pc-portable-hp-15-fd0030nk-intel-n100-8g-256go-ssd-gris.html,PC Portable HP 15-fd0030nk Intel N100 8G 256Go SSD - Gris,15-fd0030nk,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-hp-15-fd0030nk-intel-n100-8g-256go-ssd-gris-qa.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Celeron,Intel® N100,8 Go,256 Go SSD,SSD,Graphique Intégrée,Windows 11 Famille,Non,"805,000 DT"
BU-AB1T8EA-W11P,https://www.mytek.tn/pc-portable-hp-15-fd0297nk-intel-n100-8g-256go-ssd-noir.html,PC Portable HP 15-fd0297nk Intel N100 8G 256Go SSD - Noir,15-fd0297nk,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-hp-15-fd0297nk-intel-n100-16go-256go-ssd-noir-wp11-10_1.jpg,Mytek,15.6 Pouces,1366 x 768 pixels,Intel Celeron,Intel® N100,8 Go,256 Go SSD,SSD,Graphique Intégrée,Windows 11 Pro,Non,"809,000 DT"
BU-A30XQEA-8G-W11P,https://www.mytek.tn/pc-portable-hp-15-fd0298nk-intel-n100-8g-256go-ssd-noir.html,PC Portable HP 15-fd0298nk Intel N100 8G 256Go SSD - Noir,15-fd0298nk,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-hp-15-fd0298nk-intel-n100-8g-256go-ssd-noir-jjh.jpg,Mytek,15.6 Pouces,1366 x 768 pixels,Intel Celeron,Intel® N100,8 Go,256 Go SSD,SSD,Graphique Intégrée,Windows 11 Pro,Non,"809,000 DT"
886L5EA-16G,https://www.mytek.tn/pc-portable-hp-15-fd0030nk-intel-n100-16go-256go-ssd-gris.html,PC Portable HP 15-fd0030nk Intel N100 16Go 256Go SSD - Gris,15-fd0030nk,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-hp-15-fd0030nk-intel-n100-16go-256go-ssd-gris-z.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Celeron,Intel® N100,16 Go,256 Go SSD,SSD,Graphique Intégrée,Windows 11 Famille,Non,"819,000 DT"
886L4EA-16G,https://www.mytek.tn/pc-portable-hp-15-fd0029nk-intel-n100-16go-256go-ssd-silver-bleu.html,PC Portable HP 15-fd0029nk Intel N100 16Go 256Go SSD - Silver & Bleu,15-fd0029nk,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-hp-15-fd0029nk-intel-n100-16go-256go-ssd-silver-bleu-a.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Celeron,Intel® N100,16 Go,256 Go SSD,SSD,Graphique Intégrée,Windows 11 Famille,Non,"819,000 DT"
BU-886L4EA-16G,https://www.mytek.tn/pc-portable-hp-15-fd0029nk-intel-n100-16g-256go-ssd-silver-bleu.html,PC Portable HP 15-fd0029nk Intel N100 16G 256Go SSD - Silver & Bleu,15-fd0029nk,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-hp-15-fd0029nk-intel-n100-16g-256go-ssd-silver-bleu-qa.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Celeron,Intel® N100,16 Go,256 Go SSD,SSD,Graphique Intégrée,Windows 11 Famille,Non,"835,000 DT"
BU-886L5EA-16G,https://www.mytek.tn/pc-portable-hp-15-fd0030nk-intel-n100-16g-256go-ssd-gris.html,PC Portable HP 15-fd0030nk Intel N100 16G 256Go SSD - Gris,15-fd0030nk,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-hp-15-fd0030nk-intel-n100-16g-256go-ssd-gris-qa.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Celeron,Intel® N100,16 Go,256 Go SSD,SSD,Graphique Intégrée,Windows 11 Famille,Non,"835,000 DT"
BU-X515KA-EJ008-16G-W11P,https://www.mytek.tn/pc-portable-asus-x515ka-intel-celeron-n4500-16g-256go-ssd-silver.html,PC Portable ASUS X515KA Intel Celeron N4500 16G 256Go SSD - Silver,X515KA,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-asus-x515ka-intel-celeron-n4500-16g-256go-ssd-silver-40.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Celeron,Intel® Celeron® N4500,16 Go,256 Go SSD,SSD,Graphique Intégrée,Windows 11 Pro,Non,"839,000 DT"
BU-AB1T8EA-16G-W11P,https://www.mytek.tn/pc-portable-hp-15-fd0297nk-intel-n100-16g-256go-ssd-noir.html,PC Portable HP 15-fd0297nk Intel N100 16G 256Go SSD - Noir,15-fd0297nk,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-hp-15-fd0297nk-intel-n100-16go-256go-ssd-noir-20_1.jpg,Mytek,15.6 Pouces,1366 x 768 pixels,Intel Celeron,Intel® N100,16 Go,256 Go SSD,SSD,Graphique Intégrée,Windows 11 Pro,Non,"849,000 DT"
BU-A30XQEA-16G-W11P,https://www.mytek.tn/pc-portable-hp-15-fd0298nk-intel-n100-16g-256go-ssd-noir.html,PC Portable HP 15-fd0298nk Intel N100 16G 256Go SSD - Noir,15-fd0298nk,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-hp-15-fd0298nk-intel-n100-16g-256go-ssd-noir-ytg.jpg,Mytek,15.6 Pouces,1366 x 768 pixels,Intel Celeron,Intel® N100,16 Go,256 Go SSD,SSD,Graphique Intégrée,Windows 11 Pro,Non,"849,000 DT"
82VG00MHFG,https://www.mytek.tn/pc-portable-lenovo-ideapad-1-15amn7-amd-ryzen-3-8g-256go-ssd-gris.html,PC Portable LENOVO IdeaPad 1 15AMN7 AMD RYZEN 3 8G 256Go SSD - Gris,IDEAPAD 1,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-lenovo-ideapad-1-15amn7-amd-ryzen-3-8g-256go-ssd-gris-40.jpg,Mytek,15.6 Pouces,1366 x 768 pixels,AMD Ryzen 3,AMD Ryzen™ 3 7320U,8 Go,256 Go SSD,SSD,AMD Radeon,Windows 11 Famille,Non,"979,000 DT"
82VG00Q5FG,https://www.mytek.tn/pc-portable-lenovo-ideapad-1-15amn7-amd-ryzen-3-8go-512g-ssd-gris.html,PC Portable LENOVO IdeaPad 1 15AMN7 AMD RYZEN 3 8Go 512G SSD - Gris,IDEAPAD 1,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-lenovo-ideapad-1-15amn7-amd-ryzen-3-8go-512g-ssd-gris-40.jpg,Mytek,15.6 Pouces,1366 x 768 pixels,AMD Ryzen 3,AMD Ryzen™ 3 7320U,8 Go,512Go SSD,SSD,AMD Radeon,FreeDos,Non,"1 009,000 DT"
82VG00T4FG,https://www.mytek.tn/pc-portable-lenovo-ideapad-1-15amn7-amd-ryzen-3-16go-256go-ssd-gris.html,PC Portable LENOVO IdeaPad 1 15AMN7 AMD RYZEN 3 16Go 256Go SSD - Gris,IDEAPAD 1,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-lenovo-ideapad-1-15amn7-amd-ryzen-3-16go-256go-ssd-gris-c10.jpg,Mytek,15.6 Pouces,1366 x 768 pixels,AMD Ryzen 3,AMD Ryzen™ 3 7320U,16 Go,256 Go SSD,SSD,AMD Radeon,FreeDos,Non,"1 029,000 DT"
V3520-I3-512SSD,https://www.mytek.tn/pc-portable-dell-vostro-3520-i3-12e-gen-8g-512go-ssd-noir.html,Pc Portable DELL Vostro 3520 i3 12è Gén 8Go 512Go SSD - Noir,VOSTRO 3520,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-dell-vostro-3520-i3-12e-gen-8g-512go-ssd-noir-40.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i3,Intel® Core™ i3-1215U,8 Go,512Go SSD,SSD,Graphique Intégrée,FreeDos,Non,"1 039,000 DT"
V3520-I3-512SSD-12G,https://www.mytek.tn/pc-portable-dell-vostro-3520-i3-12e-gen-12g-512go-ssd-noir.html,Pc Portable DELL Vostro 3520 i3 12è Gén 12G 512Go SSD - Noir,VOSTRO 3520,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-dell-vostro-3520-i3-12e-gen-12g-512go-ssd-noir_2.jpg,Mytek,15.6 Pouces,1920 x 1080 pixels,Intel Core i3,Intel® Core™ i3-1215U,12 Go,512Go SSD,SSD,Graphique Intégrée,FreeDos,Non,"1 055,000 DT"
BU-82VG00Q5FG-W11P,https://www.mytek.tn/pc-portable-lenovo-ideapad-1-15amn7-amd-ryzen-3-8g-512g-ssd-gris.html,PC Portable LENOVO IdeaPad 1 15AMN7 AMD RYZEN 3 8G 512G SSD - Gris,IDEAPAD 1,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-lenovo-ideapad-1-15amn7-amd-ryzen-3-8g-512g-ssd-gris-r.jpg,Mytek,15.6 Pouces,1366 x 768 pixels,AMD Ryzen 3,AMD Ryzen™ 3 7320U,8 Go,512Go SSD,SSD,AMD Radeon,Windows 11 Pro,Non,"1 069,000 DT"
