id,lien,nom,Marque,image_url,boutique,Taille Ecran,Type Ecran,Processeur,Réf processeur,Mémoire,Disque Dur,Type de disque dur,Carte Graphique,Système d'exploitation,Gamer,prix
82LX00EAFE-4-SAC,https://www.tunisianet.com.tn/pc-portable-tunisie/86145-pc-portable-lenovo-ideapad-1-15ijl7-celeron-n4500-4-go-256-go-ssd-windows-11-gris.html,Pc Portable Lenovo IdeaPad 1 15IJL7 / Celeron N4500 / 4 Go / 256 Go SSD / Windows 11 / Gris,,https://www.tunisianet.com.tn/430103-home/pc-portable-lenovo-ideapad-1-15ijl7-celeron-n4500-4-go-256-go-ssd-windows-11-gris.jpg,tunisianet,"14"" - 15.6""",HD,Intel Celeron,"Intel Celeron Dual Core N4500, 1.10 Ghz up to 2.8 Ghz , 4 Mo de mémoire cache",4 Go,256 Go SSD,,Graphique Intégrée,Windows 11,,"689,000 DT"
82LX00CFFG,https://www.tunisianet.com.tn/pc-portable-tunisie/81139-pc-portable-lenovo-ideapad-1-15ijl7-celeron-n4500-8-go-256-go-ssd-gris.html,Pc Portable Lenovo IdeaPad 1 15IJL7 / Celeron N4500 / 8 Go / 256 Go SSD / Gris,,https://www.tunisianet.com.tn/403274-home/pc-portable-lenovo-ideapad-1-15ijl7-celeron-n4500-8-go-256-go-ssd-gris.jpg,tunisianet,"14"" - 15.6""",HD,Intel Celeron,"Intel Celeron Dual Core N4500, 1.10 Ghz up to 2.8 Ghz , 4 Mo de mémoire cache",8 Go,256 Go SSD,,Graphique Intégrée,FreeDos,,"709,000 DT"
82LX00CKFG,https://www.tunisianet.com.tn/pc-portable-tunisie/81140-pc-portable-lenovo-ideapad-1-15ijl7-celeron-n4500-8-go-256-go-ssd-bleu.html,Pc Portable Lenovo IdeaPad 1 15IJL7 / Celeron N4500 / 8 Go / 256 Go SSD / Bleu,,https://www.tunisianet.com.tn/428260-home/pc-portable-lenovo-ideapad-1-15ijl7-celeron-n4500-8-go-256-go-ssd-bleu.jpg,tunisianet,"14"" - 15.6""",HD,Intel Celeron,"Intel Celeron Dual Core N4500, 1.10 Ghz up to 2.8 Ghz , 4 Mo de mémoire cache",8 Go,256 Go SSD,,Graphique Intégrée,FreeDos,,"709,000 DT"
A30XQEA,https://www.tunisianet.com.tn/pc-portable-tunisie/78725-pc-portable-hp-15-fd0298nk-n100-4-go-256-go-ssd-noir.html,Pc Portable HP 15-fd0298nk / N100 / 4 Go / 256 Go SSD / Noir,,https://www.tunisianet.com.tn/391207-home/pc-portable-hp-15-fd0298nk-n100-4-go-256-go-ssd-noir.jpg,tunisianet,"14"" - 15.6""",HD,Intel Celeron,"Intel Celeron N100 (jusqu’à 3,4 GHz, 6 Mo de mémoire cache )",4 Go,256 Go SSD,,Graphique Intégrée,FreeDos,,"719,000 DT"
82LX00CFFG-SAC,https://www.tunisianet.com.tn/pc-portable-tunisie/81232-pc-portable-lenovo-ideapad-1-15ijl7-celeron-n4500-8-go-256-go-ssd-gris-avec-sacoche-offert.html,Pc Portable Lenovo IdeaPad 1 15IJL7 / Celeron N4500 / 8 Go / 256 Go SSD / Gris Avec SACOCHE Offert,,https://www.tunisianet.com.tn/404184-home/pc-portable-lenovo-ideapad-1-15ijl7-celeron-n4500-8-go-256-go-ssd-gris-avec-sacoche-offert.jpg,tunisianet,"14"" - 15.6""",HD,Intel Celeron,"Intel Celeron Dual Core N4500, 1.10 Ghz up to 2.8 Ghz , 4 Mo de mémoire cache",8 Go,256 Go SSD,,Graphique Intégrée,FreeDos,,"719,000 DT"
X515KA-EJ008,https://www.tunisianet.com.tn/pc-portable-tunisie/79751-pc-portable-asus-vivobook-15-x515ka-celeron-n4500-4-go-256-go-ssd-silver.html,Pc Portable ASUS Vivobook 15 X515KA / Celeron N4500 / 4 Go / 256 Go SSD / Silver,,https://www.tunisianet.com.tn/396840-home/pc-portable-asus-vivobook-15-x515ka-celeron-n4500-4-go-256-go-ssd-silver.jpg,tunisianet,"14"" - 15.6""",Full HD,Intel Celeron,"Intel Celeron Dual Core N4500, 1.10 Ghz up to 2.8 Ghz , 4 Mo de mémoire cache",4 Go,256 Go SSD,,Graphique Intégrée,FreeDos,,"719,000 DT"
82LX00CKFG-SAC,https://www.tunisianet.com.tn/pc-portable-tunisie/81235-pc-portable-lenovo-ideapad-1-15ijl7-celeron-n4500-8-go-256-go-ssd-bleu-avec-sacoche-offert.html,Pc Portable Lenovo IdeaPad 1 15IJL7 / Celeron N4500 / 8 Go / 256 Go SSD / Bleu Avec SACOCHE Offert,,https://www.tunisianet.com.tn/404194-home/pc-portable-lenovo-ideapad-1-15ijl7-celeron-n4500-8-go-256-go-ssd-bleu-avec-sacoche-offert.jpg,tunisianet,"14"" - 15.6""",HD,Intel Celeron,"Intel Celeron Dual Core N4500, 1.10 Ghz up to 2.8 Ghz , 4 Mo de mémoire cache",8 Go,256 Go SSD,,Graphique Intégrée,FreeDos,,"719,000 DT"
82QY00PEFE,https://www.tunisianet.com.tn/pc-portable-tunisie/78271-pc-portable-lenovo-v15-g2-ijl-n4500-8-go-256-go-ssd-noir.html,Pc Portable Lenovo V15 G2 IJL / N4500 / 8 Go / 256 Go SSD / Noir,,https://www.tunisianet.com.tn/387482-home/pc-portable-lenovo-v15-g2-ijl-n4500-8-go-256-go-ssd-noir.jpg,tunisianet,"14"" - 15.6""",Full HD,Intel Celeron,"Intel Celeron Dual Core N4500, 1.10 Ghz up to 2.8 Ghz , 4 Mo de mémoire cache",8 Go,256 Go SSD,,Graphique Intégrée,FreeDos,,"719,000 DT"
X515KA-EJ008-SAC,https://www.tunisianet.com.tn/pc-portable-tunisie/79802-pc-portable-asus-vivobook-15-x515ka-celeron-n4500-4-go-256-go-ssd-silver-avec-sacoche-offerte.html,Pc Portable ASUS Vivobook 15 X515KA / Celeron N4500 / 4 Go / 256 Go SSD / Silver Avec Sacoche Offerte,,https://www.tunisianet.com.tn/397187-home/pc-portable-asus-vivobook-15-x515ka-celeron-n4500-4-go-256-go-ssd-silver-avec-sacoche-offerte.jpg,tunisianet,"14"" - 15.6""",Full HD,Intel Celeron,"Intel Celeron Dual Core N4500, 1.10 Ghz up to 2.8 Ghz , 4 Mo de mémoire cache",4 Go,256 Go SSD,,Graphique Intégrée,FreeDos,,"729,000 DT"
82QY00PEFE-SAC,https://www.tunisianet.com.tn/pc-portable-tunisie/79841-pc-portable-lenovo-v15-g2-ijl-n4500-8-go-256-go-ssd-noir-avec-sacoche-offerte.html,Pc Portable Lenovo V15 G2 IJL / N4500 / 8 Go / 256 Go SSD / Noir Avec Sacoche Offerte,,https://www.tunisianet.com.tn/397413-home/pc-portable-lenovo-v15-g2-ijl-n4500-8-go-256-go-ssd-noir-avec-sacoche-offerte.jpg,tunisianet,"14"" - 15.6""",Full HD,Intel Celeron,"Intel Celeron Dual Core N4500, 1.10 Ghz up to 2.8 Ghz , 4 Mo de mémoire cache",8 Go,256 Go SSD,,Graphique Intégrée,FreeDos,,"729,000 DT"
A30XQEA-SAC,https://www.tunisianet.com.tn/pc-portable-tunisie/79942-pc-portable-hp-15-fd0298nk-n100-4-go-256-go-ssd-noir-avec-sacoche-offerte.html,Pc Portable HP 15-fd0298nk / N100 / 4 Go / 256 Go SSD / Noir Avec Sacoche Offerte,,https://www.tunisianet.com.tn/397871-home/pc-portable-hp-15-fd0298nk-n100-4-go-256-go-ssd-noir-avec-sacoche-offerte.jpg,tunisianet,"14"" - 15.6""",HD,Intel Celeron,"Intel Celeron N100 (jusqu’à 3,4 GHz, 6 Mo de mémoire cache )",4 Go,256 Go SSD,,Graphique Intégrée,FreeDos,,"729,000 DT"
82LX00EAFE,https://www.tunisianet.com.tn/pc-portable-tunisie/85630-pc-portable-lenovo-ideapad-1-15ijl7-celeron-n4500-8-go-256-go-ssd-windows-11-gris.html,Pc Portable Lenovo IdeaPad 1 15IJL7 / Celeron N4500 / 8 Go / 256 Go SSD / Windows 11 / Gris,,https://www.tunisianet.com.tn/427518-home/pc-portable-lenovo-ideapad-1-15ijl7-celeron-n4500-8-go-256-go-ssd-windows-11-gris.jpg,tunisianet,"14"" - 15.6""",HD,Intel Celeron,"Intel Celeron Dual Core N4500, 1.10 Ghz up to 2.8 Ghz , 4 Mo de mémoire cache",8 Go,256 Go SSD,,Graphique Intégrée,Windows 11,,"735,000 DT"
82LX00CDFG,https://www.tunisianet.com.tn/pc-portable-tunisie/85752-pc-portable-lenovo-ideapad-1-15ijl7-celeron-n4500-8-go-256-go-ssd-windows-11-bleu.html,Pc Portable Lenovo IdeaPad 1 15IJL7 / Celeron N4500 / 8 Go / 256 Go SSD / Windows 11 / Bleu,,https://www.tunisianet.com.tn/428262-home/pc-portable-lenovo-ideapad-1-15ijl7-celeron-n4500-8-go-256-go-ssd-windows-11-bleu.jpg,tunisianet,"14"" - 15.6""",HD,Intel Celeron,"Intel Celeron Dual Core N4500, 1.10 Ghz up to 2.8 Ghz , 4 Mo de mémoire cache",8 Go,256 Go SSD,,Graphique Intégrée,Windows 11,,"735,000 DT"
82LX00CEFG,https://www.tunisianet.com.tn/pc-portable-tunisie/81869-pc-portable-lenovo-ideapad-1-15ijl7-celeron-n4500-8-go-256-go-ssd-windows-11-gris.html,Pc Portable Lenovo IdeaPad 1 15IJL7 / Celeron N4500 / 8 Go / 256 Go SSD / Windows 11 / Gris,,https://www.tunisianet.com.tn/407706-home/pc-portable-lenovo-ideapad-1-15ijl7-celeron-n4500-8-go-256-go-ssd-windows-11-gris.jpg,tunisianet,"14"" - 15.6""",HD,Intel Celeron,"Intel Celeron Dual Core N4500, 1.10 Ghz up to 2.8 Ghz , 4 Mo de mémoire cache",8 Go,256 Go SSD,,Graphique Intégrée,Windows 11,,"735,000 DT"
X515KA-EJ008-8,https://www.tunisianet.com.tn/pc-portable-tunisie/79775-pc-portable-asus-vivobook-15-x515ka-celeron-n4500-8-go-256-go-ssd-silver.html,Pc Portable ASUS Vivobook 15 X515KA / Celeron N4500 / 8 Go / 256 Go SSD / Silver,,https://www.tunisianet.com.tn/397025-home/pc-portable-asus-vivobook-15-x515ka-celeron-n4500-8-go-256-go-ssd-silver.jpg,tunisianet,"14"" - 15.6""",Full HD,Intel Celeron,"Intel Celeron Dual Core N4500, 1.10 Ghz up to 2.8 Ghz , 4 Mo de mémoire cache",8 Go,256 Go SSD,,Graphique Intégrée,FreeDos,,"739,000 DT"
82LX00EAFE-SAC,https://www.tunisianet.com.tn/pc-portable-tunisie/86144-pc-portable-lenovo-ideapad-1-15ijl7-celeron-n4500-8-go-256-go-ssd-windows-11-gris.html,Pc Portable Lenovo IdeaPad 1 15IJL7 / Celeron N4500 / 8 Go / 256 Go SSD / Windows 11 / Gris,,https://www.tunisianet.com.tn/430099-home/pc-portable-lenovo-ideapad-1-15ijl7-celeron-n4500-8-go-256-go-ssd-windows-11-gris.jpg,tunisianet,"14"" - 15.6""",HD,Intel Celeron,"Intel Celeron Dual Core N4500, 1.10 Ghz up to 2.8 Ghz , 4 Mo de mémoire cache",8 Go,256 Go SSD,,Graphique Intégrée,Windows 11,,"745,000 DT"
82LX00CEFG-SAC,https://www.tunisianet.com.tn/pc-portable-tunisie/83006-pc-portable-lenovo-ideapad-1-15ijl7-celeron-n4500-8-go-256-go-ssd-windows-11-gris-avec-sacoche-offerte.html,Pc Portable Lenovo IdeaPad 1 15IJL7 / Celeron N4500 / 8 Go / 256 Go SSD / Windows 11 / Gris Avec Sacoche Offerte,,https://www.tunisianet.com.tn/413590-home/pc-portable-lenovo-ideapad-1-15ijl7-celeron-n4500-8-go-256-go-ssd-windows-11-gris-avec-sacoche-offerte.jpg,tunisianet,"14"" - 15.6""",HD,Intel Celeron,"Intel Celeron Dual Core N4500, 1.10 Ghz up to 2.8 Ghz , 4 Mo de mémoire cache",8 Go,256 Go SSD,,Graphique Intégrée,Windows 11,,"745,000 DT"
A30XQEA-8,https://www.tunisianet.com.tn/pc-portable-tunisie/79030-pc-portable-hp-15-fd0298nk-n100-8-go-256-go-ssd-noir.html,Pc Portable HP 15-fd0298nk / N100 / 8 Go / 256 Go SSD / Noir,,https://www.tunisianet.com.tn/392960-home/pc-portable-hp-15-fd0298nk-n100-8-go-256-go-ssd-noir.jpg,tunisianet,"14"" - 15.6""",HD,Intel Celeron,"Intel Celeron N100 (jusqu’à 3,4 GHz, 6 Mo de mémoire cache )",8 Go,256 Go SSD,,Graphique Intégrée,FreeDos,,"749,000 DT"
AB1T8EA,https://www.tunisianet.com.tn/pc-portable-tunisie/78734-pc-portable-hp-15-fd0297nk-n100-8-go-256-go-ssd-noir.html,Pc Portable HP 15-fd0297nk / N100 / 8 Go / 256 Go SSD / Noir,,https://www.tunisianet.com.tn/391269-home/pc-portable-hp-15-fd0297nk-n100-8-go-256-go-ssd-noir.jpg,tunisianet,"14"" - 15.6""",HD,Intel Celeron,"Intel Celeron N100 (jusqu’à 3,4 GHz, 6 Mo de mémoire cache )",8 Go,256 Go SSD,,Graphique Intégrée,FreeDos,,"749,000 DT"
X515KA-EJ008-8-SAC,https://www.tunisianet.com.tn/pc-portable-tunisie/79804-pc-portable-asus-vivobook-15-x515ka-celeron-n4500-8-go-256-go-ssd-silver-avec-sacoche-offerte.html,Pc Portable ASUS Vivobook 15 X515KA / Celeron N4500 / 8 Go / 256 Go SSD / Silver Avec Sacoche Offerte,,https://www.tunisianet.com.tn/397202-home/pc-portable-asus-vivobook-15-x515ka-celeron-n4500-8-go-256-go-ssd-silver-avec-sacoche-offerte.jpg,tunisianet,"14"" - 15.6""",Full HD,Intel Celeron,"Intel Celeron Dual Core N4500, 1.10 Ghz up to 2.8 Ghz , 4 Mo de mémoire cache",8 Go,256 Go SSD,,Graphique Intégrée,FreeDos,,"749,000 DT"
886L5EA,https://www.tunisianet.com.tn/pc-portable-tunisie/70386-pc-portable-hp-15-fd0030nk-4-go-windows-11-gris.html,Pc Portable HP 15-fd0030nk / 4 Go / Windows 11 / Gris,,https://www.tunisianet.com.tn/430291-home/pc-portable-hp-15-fd0030nk-4-go-windows-11-gris.jpg,tunisianet,"14"" - 15.6""",Full HD,Intel Celeron,"Intel Celeron N100 (jusqu’à 3,4 GHz, 6 Mo de mémoire cache )",4 Go,256 Go SSD,,Graphique Intégrée,Windows 11,,"759,000 DT"
A30XQEA-8-SAC,https://www.tunisianet.com.tn/pc-portable-tunisie/79943-pc-portable-hp-15-fd0298nk-n100-8-go-256-go-ssd-noir-avec-sacoche-offerte.html,Pc Portable HP 15-fd0298nk / N100 / 8 Go / 256 Go SSD / Noir Avec Sacoche Offerte,,https://www.tunisianet.com.tn/397877-home/pc-portable-hp-15-fd0298nk-n100-8-go-256-go-ssd-noir-avec-sacoche-offerte.jpg,tunisianet,"14"" - 15.6""",HD,Intel Celeron,"Intel Celeron N100 (jusqu’à 3,4 GHz, 6 Mo de mémoire cache )",8 Go,256 Go SSD,,Graphique Intégrée,FreeDos,,"759,000 DT"
AB1T8EA-SAC,https://www.tunisianet.com.tn/pc-portable-tunisie/79847-pc-portable-hp-15-fd0297nk-n100-8-go-256-go-ssd-noir-avec-sacoche-offerte.html,Pc Portable HP 15-fd0297nk / N100 / 8 Go / 256 Go SSD / Noir Avec Sacoche Offerte,,https://www.tunisianet.com.tn/397476-home/pc-portable-hp-15-fd0297nk-n100-8-go-256-go-ssd-noir-avec-sacoche-offerte.jpg,tunisianet,"14"" - 15.6""",HD,Intel Celeron,"Intel Celeron N100 (jusqu’à 3,4 GHz, 6 Mo de mémoire cache )",8 Go,256 Go SSD,,Graphique Intégrée,FreeDos,,"759,000 DT"
886L4EA,https://www.tunisianet.com.tn/pc-portable-tunisie/71161-pc-portable-hp-15-fd0029nk-intel-n100-4-go-windows-11-bleu.html,Pc Portable HP 15-fd0029nk / Intel N100 / 4 Go / Windows 11 / Bleu,,https://www.tunisianet.com.tn/430187-home/pc-portable-hp-15-fd0029nk-intel-n100-4-go-windows-11-bleu.jpg,tunisianet,"14"" - 15.6""",Full HD,Intel Celeron,"Intel Celeron N100 (jusqu’à 3,4 GHz, 6 Mo de mémoire cache )",4 Go,256 Go SSD,,Graphique Intégrée,Windows 11,,"759,000 DT"
82QY00PEFE-16,https://www.tunisianet.com.tn/pc-portable-tunisie/78484-pc-portable-lenovo-v15-g2-ijl-n4500-16-go-256-go-ssd-noir.html,Pc Portable Lenovo V15 G2 IJL / N4500 / 16 Go / 256 Go SSD / Noir,,https://www.tunisianet.com.tn/389151-home/pc-portable-lenovo-v15-g2-ijl-n4500-16-go-256-go-ssd-noir.jpg,tunisianet,"14"" - 15.6""",Full HD,Intel Celeron,"Intel Celeron Dual Core N4500, 1.10 Ghz up to 2.8 Ghz , 4 Mo de mémoire cache",16 Go,256 Go SSD,,Graphique Intégrée,FreeDos,,"765,000 DT"
886L5EA-SAC,https://www.tunisianet.com.tn/pc-portable-tunisie/75595-pc-portable-hp-15-fd0030nk-4-go-windows-11-gris-avec-sacoche-offerte.html,Pc Portable HP 15-fd0030nk / 4 Go / Windows 11 / Gris AVEC SACOCHE OFFERTE,,https://www.tunisianet.com.tn/370589-home/pc-portable-hp-15-fd0030nk-4-go-windows-11-gris-avec-sacoche-offerte.jpg,tunisianet,"14"" - 15.6""",Full HD,Intel Celeron,"Intel Celeron N100 (jusqu’à 3,4 GHz, 6 Mo de mémoire cache )",4 Go,256 Go SSD,,Graphique Intégrée,Windows 11,,"769,000 DT"
886L4EA-SAC,https://www.tunisianet.com.tn/pc-portable-tunisie/75597-pc-portable-hp-15-fd0029nk-intel-n100-4-go-windows-11-bleu-avec-sacoche-offerte.html,Pc Portable HP 15-fd0029nk / Intel N100 / 4 Go / Windows 11 / Bleu AVEC SACOCHE OFFERTE,,https://www.tunisianet.com.tn/370602-home/pc-portable-hp-15-fd0029nk-intel-n100-4-go-windows-11-bleu-avec-sacoche-offerte.jpg,tunisianet,"14"" - 15.6""",Full HD,Intel Celeron,"Intel Celeron N100 (jusqu’à 3,4 GHz, 6 Mo de mémoire cache )",4 Go,256 Go SSD,,Graphique Intégrée,Windows 11,,"769,000 DT"
82LX00CKFG-W11P,https://www.tunisianet.com.tn/pc-portable-tunisie/81236-pc-portable-lenovo-ideapad-1-15ijl7-celeron-n4500-8-go-256-go-ssd-windows-11-pro-bleu.html,Pc Portable Lenovo IdeaPad 1 15IJL7 / Celeron N4500 / 8 Go / 256 Go SSD / Windows 11 Pro / Bleu,,https://www.tunisianet.com.tn/404195-home/pc-portable-lenovo-ideapad-1-15ijl7-celeron-n4500-8-go-256-go-ssd-windows-11-pro-bleu.jpg,tunisianet,"14"" - 15.6""",HD,Intel Celeron,"Intel Celeron Dual Core N4500, 1.10 Ghz up to 2.8 Ghz , 4 Mo de mémoire cache",8 Go,256 Go SSD,,Graphique Intégrée,Windows 11,,"769,000 DT"
82LX00CFFG-W11P,https://www.tunisianet.com.tn/pc-portable-tunisie/81233-pc-portable-lenovo-ideapad-1-15ijl7-celeron-n4500-8-go-256-go-ssd-windows-11-pro-gris.html,Pc Portable Lenovo IdeaPad 1 15IJL7 / Celeron N4500 / 8 Go / 256 Go SSD / Windows 11 Pro / Gris,,https://www.tunisianet.com.tn/404185-home/pc-portable-lenovo-ideapad-1-15ijl7-celeron-n4500-8-go-256-go-ssd-windows-11-pro-gris.jpg,tunisianet,"14"" - 15.6""",HD,Intel Celeron,"Intel Celeron Dual Core N4500, 1.10 Ghz up to 2.8 Ghz , 4 Mo de mémoire cache",8 Go,256 Go SSD,,Graphique Intégrée,Windows 11,,"769,000 DT"
82QY00PEFE-16-SAC,https://www.tunisianet.com.tn/pc-portable-tunisie/79843-pc-portable-lenovo-v15-g2-ijl-n4500-16-go-256-go-ssd-noir-avec-sacoche-offerte.html,Pc Portable Lenovo V15 G2 IJL / N4500 / 16 Go / 256 Go SSD / Noir Avec Sacoche Offerte,,https://www.tunisianet.com.tn/397436-home/pc-portable-lenovo-v15-g2-ijl-n4500-16-go-256-go-ssd-noir-avec-sacoche-offerte.jpg,tunisianet,"14"" - 15.6""",Full HD,Intel Celeron,"Intel Celeron Dual Core N4500, 1.10 Ghz up to 2.8 Ghz , 4 Mo de mémoire cache",16 Go,256 Go SSD,,Graphique Intégrée,FreeDos,,"775,000 DT"
82LX00CFFG-SAC-W11P,https://www.tunisianet.com.tn/pc-portable-tunisie/81234-pc-portable-lenovo-ideapad-1-15ijl7-celeron-n4500-8-go-256-go-ssd-windows-11-pro-gris-avec-sacoche-offert.html,Pc Portable Lenovo IdeaPad 1 15IJL7 / Celeron N4500 / 8 Go / 256 Go SSD / Windows 11 Pro / Gris Avec SACOCHE Offert,,https://www.tunisianet.com.tn/404191-home/pc-portable-lenovo-ideapad-1-15ijl7-celeron-n4500-8-go-256-go-ssd-windows-11-pro-gris-avec-sacoche-offert.jpg,tunisianet,"14"" - 15.6""",HD,Intel Celeron,"Intel Celeron Dual Core N4500, 1.10 Ghz up to 2.8 Ghz , 4 Mo de mémoire cache",8 Go,256 Go SSD,,Graphique Intégrée,Windows 11,,"779,000 DT"
82QY00PEFE-W11P,https://www.tunisianet.com.tn/pc-portable-tunisie/79842-pc-portable-lenovo-v15-g2-ijl-n4500-8-go-256-go-ssd-windows-11-pro-noir.html,Pc Portable Lenovo V15 G2 IJL / N4500 / 8 Go / 256 Go SSD / Windows 11 Pro / Noir,,https://www.tunisianet.com.tn/397414-home/pc-portable-lenovo-v15-g2-ijl-n4500-8-go-256-go-ssd-windows-11-pro-noir.jpg,tunisianet,"14"" - 15.6""",Full HD,Intel Celeron,"Intel Celeron Dual Core N4500, 1.10 Ghz up to 2.8 Ghz , 4 Mo de mémoire cache",8 Go,256 Go SSD,,Graphique Intégrée,Windows 11,,"779,000 DT"
82LX00CKFG-SAC-W11P,https://www.tunisianet.com.tn/pc-portable-tunisie/81237-pc-portable-lenovo-ideapad-1-15ijl7-celeron-n4500-8-go-256-go-ssd-windows-11-pro-bleu-avec-sacoche-offert.html,Pc Portable Lenovo IdeaPad 1 15IJL7 / Celeron N4500 / 8 Go / 256 Go SSD / Windows 11 Pro / Bleu Avec SACOCHE Offert,,https://www.tunisianet.com.tn/404199-home/pc-portable-lenovo-ideapad-1-15ijl7-celeron-n4500-8-go-256-go-ssd-windows-11-pro-bleu-avec-sacoche-offert.jpg,tunisianet,"14"" - 15.6""",HD,Intel Celeron,"Intel Celeron Dual Core N4500, 1.10 Ghz up to 2.8 Ghz , 4 Mo de mémoire cache",8 Go,256 Go SSD,,Graphique Intégrée,Windows 11,,"779,000 DT"
886L5EA-8,https://www.tunisianet.com.tn/pc-portable-tunisie/70523-pc-portable-hp-15-fd0030nk-8-go-windows-11-gris.html,Pc Portable HP 15-fd0030nk / 8 Go / Windows 11 / Gris,,https://www.tunisianet.com.tn/430285-home/pc-portable-hp-15-fd0030nk-8-go-windows-11-gris.jpg,tunisianet,"14"" - 15.6""",Full HD,Intel Celeron,"Intel Celeron N100 (jusqu’à 3,4 GHz, 6 Mo de mémoire cache )",8 Go,256 Go SSD,,Graphique Intégrée,Windows 11,,"779,000 DT"
X515KA-EJ008-W11P,https://www.tunisianet.com.tn/pc-portable-tunisie/79803-pc-portable-asus-vivobook-15-x515ka-celeron-n4500-4-go-256-go-ssd-windows-11-pro-silver.html,Pc Portable ASUS Vivobook 15 X515KA / Celeron N4500 / 4 Go / 256 Go SSD / Windows 11 Pro / Silver,,https://www.tunisianet.com.tn/397188-home/pc-portable-asus-vivobook-15-x515ka-celeron-n4500-4-go-256-go-ssd-windows-11-pro-silver.jpg,tunisianet,"14"" - 15.6""",Full HD,Intel Celeron,"Intel Celeron Dual Core N4500, 1.10 Ghz up to 2.8 Ghz , 4 Mo de mémoire cache",4 Go,256 Go SSD,,Graphique Intégrée,Windows 11,,"779,000 DT"
82LX00CEFG-16,https://www.tunisianet.com.tn/pc-portable-tunisie/82448-pc-portable-lenovo-ideapad-1-15ijl7-celeron-n4500-16-go-256-go-ssd-windows-11-gris.html,Pc Portable Lenovo IdeaPad 1 15IJL7 / Celeron N4500 / 16 Go / 256 Go SSD / Windows 11 / Gris,,https://www.tunisianet.com.tn/410469-home/pc-portable-lenovo-ideapad-1-15ijl7-celeron-n4500-16-go-256-go-ssd-windows-11-gris.jpg,tunisianet,"14"" - 15.6""",HD,Intel Celeron,"Intel Celeron Dual Core N4500, 1.10 Ghz up to 2.8 Ghz , 4 Mo de mémoire cache",16 Go,256 Go SSD,,Graphique Intégrée,Windows 11,,"779,000 DT"
X515KA-EJ008-16,https://www.tunisianet.com.tn/pc-portable-tunisie/79776-pc-portable-asus-vivobook-15-x515ka-celeron-n4500-16-go-256-go-ssd-silver.html,Pc Portable ASUS Vivobook 15 X515KA / Celeron N4500 / 16 Go / 256 Go SSD / Silver,,https://www.tunisianet.com.tn/397032-home/pc-portable-asus-vivobook-15-x515ka-celeron-n4500-16-go-256-go-ssd-silver.jpg,tunisianet,"14"" - 15.6""",Full HD,Intel Celeron,"Intel Celeron Dual Core N4500, 1.10 Ghz up to 2.8 Ghz , 4 Mo de mémoire cache",16 Go,256 Go SSD,,Graphique Intégrée,FreeDos,,"779,000 DT"
886L4EA-8,https://www.tunisianet.com.tn/pc-portable-tunisie/71162-pc-portable-hp-15-fd0029nk-intel-n100-8-go-windows-11-bleu.html,Pc Portable HP 15-fd0029nk / Intel N100 / 8 Go / Windows 11 / Bleu,,https://www.tunisianet.com.tn/430192-home/pc-portable-hp-15-fd0029nk-intel-n100-8-go-windows-11-bleu.jpg,tunisianet,"14"" - 15.6""",Full HD,Intel Celeron,"Intel Celeron N100 (jusqu’à 3,4 GHz, 6 Mo de mémoire cache )",8 Go,256 Go SSD,,Graphique Intégrée,Windows 11,,"779,000 DT"
A30XQEA-W11P,https://www.tunisianet.com.tn/pc-portable-tunisie/79024-pc-portable-hp-15-fd0298nk-n100-4-go-256-go-ssd-windows-11-pro-noir.html,Pc Portable HP 15-fd0298nk / N100 / 4 Go / 256 Go SSD / Windows 11 Pro / Noir,,https://www.tunisianet.com.tn/392932-home/pc-portable-hp-15-fd0298nk-n100-4-go-256-go-ssd-windows-11-pro-noir.jpg,tunisianet,"14"" - 15.6""",HD,Intel Celeron,"Intel Celeron N100 (jusqu’à 3,4 GHz, 6 Mo de mémoire cache )",4 Go,256 Go SSD,,Graphique Intégrée,Windows 11,,"779,000 DT"
AB1T8EA-16,https://www.tunisianet.com.tn/pc-portable-tunisie/80105-pc-portable-hp-15-fd0297nk-n100-16-go-256-go-ssd-noir.html,Pc Portable HP 15-fd0297nk / N100 / 16 Go / 256 Go SSD / Noir,,https://www.tunisianet.com.tn/398681-home/pc-portable-hp-15-fd0297nk-n100-16-go-256-go-ssd-noir.jpg,tunisianet,"14"" - 15.6""",HD,Intel Celeron,"Intel Celeron N100 (jusqu’à 3,4 GHz, 6 Mo de mémoire cache )",16 Go,256 Go SSD,,Graphique Intégrée,FreeDos,,"789,000 DT"
886L5EA-8-SAC,https://www.tunisianet.com.tn/pc-portable-tunisie/76959-pc-portable-hp-15-fd0030nk-8-go-windows-11-gris-avec-sac-pour-pc-portable-156-noir.html,"Pc Portable HP 15-fd0030nk / 8 Go / Windows 11 / Gris Avec Sac pour Pc Portable 15.6"" Noir",,https://www.tunisianet.com.tn/378518-home/pc-portable-hp-15-fd0030nk-8-go-windows-11-gris-avec-sac-pour-pc-portable-156-noir.jpg,tunisianet,"14"" - 15.6""",Full HD,Intel Celeron,"Intel Celeron N100 (jusqu’à 3,4 GHz, 6 Mo de mémoire cache )",8 Go,256 Go SSD,,Graphique Intégrée,Windows 11,,"789,000 DT"
