reference,lien,nom,Marque,image_url,boutique,Taille De L'ecran Pc,Résolution écran,Processeur,reference Processeur,Memoire RAM,CAPACITÉ DE DISQUE,Type de disque dur,Carte Graphique,Systeme D'exploitation,Gamer,prix
9S7-15H112-1018,https://agora.tn/fr/pc-portable/16620-pc-portable-msi-modern-15-b13m-i5-1335u-16go-512go-ssd-noir.html,PC PORTABLE MSI MODERN 15 B13M I5-1335U 16GO 512GO SSD NOIR,,https://agora.tn/fr/46022-home_default/pc-portable-msi-modern-15-b13m-i5-1335u-16go-512go-ssd-noir.jpg,agora,"15.6""",,Intel Core i5,,16 Go,512 Go SSD,,Graphique Intégrée,FreeDos,Non,"1 739,000 TND"
82XM00H6FG,https://agora.tn/fr/pc-portable/16775-pc-portable-lenovo-ideapad-slim-3-amd-rayzen-7-16go-512go-ssd-gris-sacoche.html,PC PORTABLE LENOVO IDEAPAD SLIM 3 AMD RAYZEN 7 16GO 512GO SSD GRIS + SACOCHE,,https://agora.tn/fr/46473-home_default/pc-portable-lenovo-ideapad-slim-3-amd-rayzen-7-16go-512go-ssd-gris-sacoche.jpg,agora,"15.6""",,AMD RYZEN 7,,16 Go,512 Go SSD,,AMD Radeon,FreeDos,Non,"1 769,000 TND"
M3502QA-MA013W,https://agora.tn/fr/pc-portable/13978-pc-portable-asus-m3502qa-rayzen-5-8go-512go-ssd-noir.html,PC PORTABLE ASUS M3502QA RAYZEN 5 8GO 512GO SSD NOIR,,https://agora.tn/fr/40340-home_default/pc-portable-asus-m3502qa-rayzen-5-8go-512go-ssd-noir.jpg,agora,"15.6""",,AMD RYZEN 5,,8 Go,512 Go SSD,,AMD Radeon,Windows,Non,"1 790,000 TND"
A2AN8EA,https://agora.tn/fr/pc-portable/15905-pc-portable-hp-15-fd0045nk-i5-1334u-8go-512go-ssd-mx570a-silver.html,PC PORTABLE HP 15-FD0045NK I5-1334U 8GO 512GO SSD MX570A SILVER,,https://agora.tn/fr/44655-home_default/pc-portable-hp-15-fd0045nk-i5-1334u-8go-512go-ssd-mx570a-silver.jpg,agora,"15.6""",,Intel Core i5,,8 Go,512 Go SSD,,Nvidia GeForce,Windows,Non,"1 839,000 TND"
AB1T6EA,https://agora.tn/fr/pc-portable/16556-pc-portable-hp-15-fd0080nk-i5-1334u-8go-512go-ssd-mx570-noir.html,PC PORTABLE HP 15-FD0080NK I5-1334U 8GO 512GO SSD MX570 NOIR,,https://agora.tn/fr/45770-home_default/pc-portable-hp-15-fd0080nk-i5-1334u-8go-512go-ssd-mx570-noir.jpg,agora,"15.6""",,Intel Core i5,,8 Go,512 Go SSD,,Nvidia GeForce,FreeDos,Non,"1 855,000 TND"
AB1T5EA,https://agora.tn/fr/pc-portable/16555-pc-portable-hp-15-fd0079nk-i5-1334u-8go-512go-ssd-mx570-silver.html,PC PORTABLE HP 15-FD0079NK I5-1334U 8GO 512GO SSD MX570 SILVER,,https://agora.tn/fr/45773-home_default/pc-portable-hp-15-fd0079nk-i5-1334u-8go-512go-ssd-mx570-silver.jpg,agora,"15.6""",,Intel Core i5,,8 Go,512 Go SSD,,Nvidia GeForce,FreeDos,Non,"1 855,000 TND"
82QD00FYFG,https://agora.tn/fr/pc-portable/16424-pc-portable-lenovo-ideapad-1-15iau7-i7-1255u-8go-512go-ssd-bleu.html,PC PORTABLE LENOVO IDEAPAD 1 15IAU7 I7-1255U 8GO 512GO SSD BLEU,,https://agora.tn/fr/45808-home_default/pc-portable-lenovo-ideapad-1-15iau7-i7-1255u-8go-512go-ssd-bleu.jpg,agora,"15.6""",,Intel Core i7,,8 Go,512 Go SSD,,Graphique Intégrée,FreeDos,Non,"1 969,000 TND"
82K202CMFG,https://agora.tn/fr/pc-portable-gaming/16131-pc-portable-gamer-lenovo-ideapad-3-15ach6-adm-ryzen-5-16go-512go-ssd-rtx-2050-noir.html,PC PORTABLE GAMER LENOVO IDEAPAD 3 15ACH6 ADM RYZEN 5 | 16GO | 512GO SSD | RTX 2050 | NOIR,,https://agora.tn/fr/45143-home_default/pc-portable-gamer-lenovo-ideapad-3-15ach6-adm-ryzen-5-16go-512go-ssd-rtx-2050-noir.jpg,agora,"15.6""",,AMD RYZEN 5,,16 Go,512 Go SSD,,Nvidia GeForce,FreeDos,Oui,"1 969,000 TND"
82XX00A9FG,https://agora.tn/fr/pc-portable/15639-pc-portable-lenovo-ideapad-flex-5-adm-ryzen-5-8go-512go-ssd-gris.html,PC PORTABLE LENOVO IDEAPAD FLEX 5 ADM RYZEN 5 8GO 512GO SSD GRIS,,https://agora.tn/fr/43953-home_default/pc-portable-lenovo-ideapad-flex-5-adm-ryzen-5-8go-512go-ssd-gris.jpg,agora,"14""",,AMD RYZEN 5,,8 Go,512 Go SSD,,AMD Radeon,Windows,Non,"1 995,000 TND"
X1502ZA-EJ767W,https://agora.tn/fr/pc-portable/14814-pc-portable-asus-vivobook-15-x1502z-i7-1255u-8go-512go-ssd-silver.html,PC PORTABLE ASUS VIVOBOOK 15 X1502Z I7-1255U 8GO 512GO SSD SILVER,,https://agora.tn/fr/41957-home_default/pc-portable-asus-vivobook-15-x1502z-i7-1255u-8go-512go-ssd-silver.jpg,agora,"15.6""",,Intel Core i7,,8 Go,512 Go SSD,,Graphique Intégrée,Windows,Non,"2 009,000 TND"
83EM008XFG,https://agora.tn/fr/pc-portable/16782-pc-portable-lenovo-ideapad-slim-i7-13620h-16go-512go-ssd-gris.html,PC PORTABLE LENOVO IDEAPAD SLIM I7-13620H 16GO 512GO SSD GRIS,,https://agora.tn/fr/46450-home_default/pc-portable-lenovo-ideapad-slim-i7-13620h-16go-512go-ssd-gris.jpg,agora,"15.6""",,Intel Core i7,,16 Go,512 Go SSD,,Graphique Intégrée,FreeDos,Non,"2 045,000 TND"
FA506NF-HN005W,https://agora.tn/fr/pc-portable-gamer/15604-pc-portable-gamer-asus-tuf-a15-amd-ryzen-5-8go-512go-ss-rtx-2050.html,PC PORTABLE GAMER ASUS TUF A15 AMD RYZEN 5 8GO 512GO SS RTX 2050,,https://agora.tn/fr/44047-home_default/pc-portable-gamer-asus-tuf-a15-amd-ryzen-5-8go-512go-ss-rtx-2050.jpg,agora,"15.6""",,AMD RYZEN 5,,8 Go,512 Go SSD,,Nvidia GeForce,Windows,Oui,"2 099,000 TND"
A2AQ2EA,https://agora.tn/fr/pc-portable/16162-pc-portable-hp-15-fd0286nk-i7-1355u-8go-512go-ssd-silver.html,PC PORTABLE HP 15-FD0286NK I7-1355U 8GO 512GO SSD SILVER,,https://agora.tn/fr/45245-home_default/pc-portable-hp-15-fd0286nk-i7-1355u-8go-512go-ssd-silver.jpg,agora,"15.6""",,Intel Core i7,,8 Go,512 Go SSD,,Graphique Intégrée,FreeDos,Non,"2 129,000 TND"
S3605ZF-N1342W,https://agora.tn/fr/pc-portable-gamer/15707-pc-portable-asus-gamer-vivobook-16x-s3605zf-i5-12500h-8go-512go-ssd-rtx-2050.html,PC PORTABLE ASUS GAMER VIVOBOOK 16X S3605ZF I5-12500H 8GO 512GO SSD RTX 2050,,https://agora.tn/fr/44002-home_default/pc-portable-asus-gamer-vivobook-16x-s3605zf-i5-12500h-8go-512go-ssd-rtx-2050.jpg,agora,"16""",,Intel Core i5,,8 Go,512 Go SSD,,Nvidia GeForce,Windows,Oui,"2 149,000 TND"
X1502VA-NJ257W,https://agora.tn/fr/pc-portable/15366-pc-portable-asus-vivobook-15-x1502va-i9-13900h-8go-512go-ssd-silver.html,PC PORTABLE ASUS VIVOBOOK 15 X1502VA I9-13900H 8GO 512GO SSD SILVER,,https://agora.tn/fr/44382-home_default/pc-portable-asus-vivobook-15-x1502va-i9-13900h-8go-512go-ssd-silver.jpg,agora,"15.6""",,Intel Core i9,,8 Go,512 Go SSD,,Graphique Intégrée,Windows,Non,"2 175,000 TND"
845L4EA,https://agora.tn/fr/pc-portable/16491-pc-portable-hp-x360-pavilion-x360-2-in-1-14-ek1001nk-i5-8go-512go-ssd-silver.html,PC PORTABLE HP X360 PAVILION X360 2-IN-1 14-EK1001NK I5 8GO 512GO SSD SILVER,,https://agora.tn/fr/46735-home_default/pc-portable-hp-x360-pavilion-x360-2-in-1-14-ek1001nk-i5-8go-512go-ssd-silver.jpg,agora,"14""",,Intel Core i5,,8 Go,512 Go SSD,,Graphique Intégrée,Windows,Non,"2 249,000 TND"
N1807PVNB3530EMEA0,https://agora.tn/fr/pc-portable/15376-pc-portable-dell-vostro-3530-i7-1355u-8go-512go-ssd-mx550-noir.html,PC PORTABLE DELL VOSTRO 3530 I7-1355U 8GO 512GO SSD MX550 NOIR,,https://agora.tn/fr/43272-home_default/pc-portable-dell-vostro-3530-i7-1355u-8go-512go-ssd-mx550-noir.jpg,agora,"15.6""",,Intel Core i7,,8 Go,512 Go SSD,,Nvidia GeForce,Windows,Non,"2 275,000 TND"
83GS00AKFG,https://agora.tn/fr/pc-portable-gaming/16128-pc-portable-gamer-lenovo-loq3-15iax9-i5-12450hx-16go-512go-ssd-rtx2050.html,PC PORTABLE GAMER LENOVO LOQ3 15IAX9 I5-12450HX 16GO 512GO SSD RTX2050,,https://agora.tn/fr/45088-home_default/pc-portable-gamer-lenovo-loq3-15iax9-i5-12450hx-16go-512go-ssd-rtx2050.jpg,agora,"15.6""",,Intel Core i5,,16 Go,512 Go SSD,,Nvidia GeForce,Windows,Oui,"2 279,000 TND"
9U1B8EA,https://agora.tn/fr/pc-portable-gaming/16636-pc-portable-gamer-hp-victus-15-fb0037nk-amd-ryzen-5-5600h-8go-512go-ssd-rtx3050-blanc.html,PC PORTABLE GAMER HP VICTUS 15-FB0037NK AMD RYZEN 5-5600H | 8GO | 512GO SSD | RTX3050 | BLANC,,https://agora.tn/fr/46221-home_default/pc-portable-gamer-hp-victus-15-fb0037nk-amd-ryzen-5-5600h-8go-512go-ssd-rtx3050-blanc.jpg,agora,"15.6""",,AMD RYZEN 5,,8 Go,512 Go SSD,,Nvidia GeForce,Windows,Oui,"2 479,000 TND"
898D5EA,https://agora.tn/fr/pc-portable/15896-pc-portable-hp-15-fd0018nk-i7-32go-512-go-bleu.html,PC PORTABLE HP 15-FD0018NK I7 32GO 512 GO BLEU,,https://agora.tn/fr/44622-home_default/pc-portable-hp-15-fd0018nk-i7-32go-512-go-bleu.jpg,agora,"15.6""",,Intel Core i7,,8 Go,512 Go SSD,,Nvidia GeForce,Windows,Non,"2 499,000 TND"
X1704VA-AU232W,https://agora.tn/fr/pc-portable/15717-pc-portable-asus-vivobook-x1704va-i7-1355u-16g-512go-ssd-173-silver.html,"PC PORTABLE ASUS VIVOBOOK X1704VA I7-1355U 16G 512GO SSD 17.3"" SILVER",,https://agora.tn/fr/44080-home_default/pc-portable-asus-vivobook-x1704va-i7-1355u-16g-512go-ssd-173-silver.jpg,agora,"17.3""",,Intel Core i7,,16 Go,512 Go SSD,,Graphique Intégrée,Windows,Non,"2 499,000 TND"
X1704VA-AU115W,https://agora.tn/fr/pc-portable/15698-pc-portable-asus-vivobook-17-x1704va-i7-1355u-16go-512go-ssd-bleu.html,PC PORTABLE ASUS VIVOBOOK 17 X1704VA I7-1355U 16GO 512GO SSD BLEU,,https://agora.tn/fr/44388-home_default/pc-portable-asus-vivobook-17-x1704va-i7-1355u-16go-512go-ssd-bleu.jpg,agora,"17.3""",,Intel Core i7,,16 Go,512 Go SSD,,Graphique Intégrée,Windows,Non,"2 499,000 TND"
9S7-16R831-2606,https://agora.tn/fr/pc-portable-gamer/16769-pc-portable-gamer-msi-thin-15-b13ucx-i7-13620h-8go-512go-ssd-rtx2050.html,PC PORTABLE GAMER MSI THIN 15 B13UCX I7-13620H 8GO 512GO SSD RTX2050,,https://agora.tn/fr/46553-home_default/pc-portable-gamer-msi-thin-15-b13ucx-i7-13620h-8go-512go-ssd-rtx2050.jpg,agora,"15.6""",,Intel Core i7,,8 Go,512 Go SSD,,Nvidia GeForce,FreeDos,Non,"2 519,000 TND"
21SK0032TP,https://agora.tn/fr/pc-portable/17281-pc-portable-lenovo-thinkbook-16-g8-ial-ultra-7-8g-ddr5-512g-ssd-16.html,"PC PORTABLE LENOVO THINKBOOK 16 G8 IAL ULTRA 7 8G DDR5 512G SSD 16""",,https://agora.tn/fr/48433-home_default/pc-portable-lenovo-thinkbook-16-g8-ial-ultra-7-8g-ddr5-512g-ssd-16.jpg,agora,"16""",,Intel Core Ultra 7,,8 Go,512 Go SSD,,,FreeDos,,"2 639,000 TND"
TP3402VA-LZ265W,https://agora.tn/fr/pc-portable/15703-pc-portable-asus-vivobook-s14-flip-i5-13500h-8go-512go-ssd-silver.html,PC PORTABLE ASUS VIVOBOOK S14 FLIP I5-13500H 8GO 512GO SSD SILVER,,https://agora.tn/fr/44055-home_default/pc-portable-asus-vivobook-s14-flip-i5-13500h-8go-512go-ssd-silver.jpg,agora,"14""",,Intel Core i5,,8 Go,512 Go SSD,,Graphique Intégrée,Windows,Non,"2 699,000 TND"
FX507ZC4-HN288W,https://agora.tn/fr/pc-portable-gaming/16132-pc-portable-gamer-asus-tuf-fx507zc4-i7-12700h-16go-1to-ssd-rtx-3050.html,PC PORTABLE GAMER ASUS TUF FX507ZC4 I7-12700H 16GO 1TO SSD RTX 3050,,https://agora.tn/fr/45149-home_default/pc-portable-gamer-asus-tuf-fx507zc4-i7-12700h-16go-1to-ssd-rtx-3050.jpg,agora,"15.6""",,Intel Core i7,,16 Go,1 To,,Nvidia GeForce,Windows,Oui,"2 879,000 TND"
3540-I7-512,https://agora.tn/fr/pc-portable/14846-pc-portable-dell-latitude-3540-i7-1355u-8go-512go-ssd-noir.html,PC PORTABLE DELL LATITUDE 3540 I7-1355U 8GO 512GO SSD NOIR,,https://agora.tn/fr/42005-home_default/pc-portable-dell-latitude-3540-i7-1355u-8go-512go-ssd-noir.jpg,agora,"15.6""",,Intel Core i7,,8 Go,512 Go SSD,,Graphique Intégrée,FreeDos,Non,"2 899,000 TND"
845M6EA,https://agora.tn/fr/pc-portable-gaming/16163-pc-portable-gamer-hp-victus-15-fa1001nk-i7-13620h-16go-512go-ssd-rtx-3050.html,PC PORTABLE GAMER HP VICTUS 15-FA1001NK I7-13620H 16GO 512GO SSD RTX 3050,,https://agora.tn/fr/45249-home_default/pc-portable-gamer-hp-victus-15-fa1001nk-i7-13620h-16go-512go-ssd-rtx-3050.jpg,agora,"15.6""",,Intel Core i7,,16 Go,512 Go SSD,,Nvidia GeForce,Windows,Oui,"2 959,000 TND"
9S7-16R831-1232,https://agora.tn/fr/pc-portable-gamer/16622-pc-portable-gamer-msi-thin-15-b12uc-1232xfr-i7-12650h-16go-512go-ssd-rtx3050.html,PC PORTABLE GAMER MSI THIN 15 B12UC-1232XFR I7-12650H 16GO 512GO SSD RTX3050,,https://agora.tn/fr/46035-home_default/pc-portable-gamer-msi-thin-15-b12uc-1232xfr-i7-12650h-16go-512go-ssd-rtx3050.jpg,agora,"15.6""",,Intel Core i7,,16 Go,512 Go SSD,,Nvidia GeForce,FreeDos,Oui,"2 989,000 TND"
82XT00BVFG,https://agora.tn/fr/pc-portable-gamer/15645-pc-portable-lenovo-loq-15aph8-amd-ryzen-7-16go-512go-ssd.html,PC PORTABLE LENOVO LOQ 15APH8 AMD RYZEN 7 16GO 512GO SSD,,https://agora.tn/fr/43881-home_default/pc-portable-lenovo-loq-15aph8-amd-ryzen-7-16go-512go-ssd.jpg,agora,"15.6""",,AMD RYZEN 7,,16 Go,512 Go SSD,,Nvidia GeForce,Windows,Oui,"2 999,000 TND"
9S7-158571-1698,https://agora.tn/fr/pc-portable-gaming/16829-pc-portable-gamer-msi-katana-15-i5-13420h-16go-512go-ssd-rtx4050.html,PC PORTABLE GAMER MSI KATANA 15 I5-13420H 16GO 512GO SSD RTX4050,,https://agora.tn/fr/46533-home_default/pc-portable-gamer-msi-katana-15-i5-13420h-16go-512go-ssd-rtx4050.jpg,agora,"15.6""",,Intel Core i5,,16 Go,512 Go SSD,,Nvidia GeForce,FreeDos,Oui,"3 015,000 TND"
21JK001PFE,https://agora.tn/fr/pc-portable/16042-pc-portable-lenovo-thinkpad-e14-i7-1355u-8go-512go-ssd-mx550-noir.html,PC PORTABLE LENOVO THINKPAD E14 I7-1355U 8GO 512GO SSD MX550 NOIR,,https://agora.tn/fr/45545-home_default/pc-portable-lenovo-thinkpad-e14-i7-1355u-8go-512go-ssd-mx550-noir.jpg,agora,"14""",,Intel Core i7,,8 Go,512 Go SSD,,Nvidia GeForce,FreeDos,Non,"3 089,000 TND"
15A12VE-462XFR,https://agora.tn/fr/pc-portable-gaming/16126-pc-portable-gamer-msi-cyborg-15-a12ve-462xfr-i7-12650h-8go-512go-ssd-rtx4050.html,PC PORTABLE GAMER MSI CYBORG 15 A12VE-462XFR I7-12650H 8GO 512GO SSD RTX4050,,https://agora.tn/fr/45070-home_default/pc-portable-gamer-msi-cyborg-15-a12ve-462xfr-i7-12650h-8go-512go-ssd-rtx4050.jpg,agora,"15.6""",,Intel Core i7,,8 Go,512 Go SSD,,Nvidia GeForce,FreeDos,Oui,"3 099,000 TND"
83DV00A2FG,https://agora.tn/fr/pc-portable-gamer/15637-pc-portable-gamer-lenovo-loq-15irx9-i7-13650hx-16go-512go-ssd-rtx3050.html,PC PORTABLE GAMER LENOVO LOQ 15IRX9 I7-13650HX 16GO 512GO SSD RTX3050,,https://agora.tn/fr/43876-home_default/pc-portable-gamer-lenovo-loq-15irx9-i7-13650hx-16go-512go-ssd-rtx3050.jpg,agora,"15.6""",,Intel Core i7,,16 Go,512 Go SSD,,Nvidia GeForce,FreeDos,Oui,"3 099,000 TND"
TUF507NV-LP099W,https://agora.tn/fr/pc-portable-gamer/15711-pc-portable-asus-tuf-gaming-a15-amd-ryzen-5-8go-512go-ssd-rtx-4060.html,PC PORTABLE ASUS TUF GAMING A15 AMD RYZEN 5 8GO 512GO SSD RTX 4060,,https://agora.tn/fr/44016-home_default/pc-portable-asus-tuf-gaming-a15-amd-ryzen-5-8go-512go-ssd-rtx-4060.jpg,agora,"15.6""",,AMD RYZEN 5,,8 Go,512 Go SSD,,Nvidia GeForce,Windows,Oui,"3 145,000 TND"
G15-5530-I7-3Y,https://agora.tn/fr/pc-portable-gaming/14844-pc-portable-gamer-dell-g15-5530-i7-13650hx-16go-512go-ssd-rtx-3050.html,PC PORTABLE GAMER DELL G15 5530 I7-13650HX 16GO 512GO SSD RTX 3050,,https://agora.tn/fr/42016-home_default/pc-portable-gamer-dell-g15-5530-i7-13650hx-16go-512go-ssd-rtx-3050.jpg,agora,"15.6""",,Intel Core i7,,16 Go,512 Go SSD,,Nvidia GeForce,Windows,Oui,"3 225,000 TND"
83DV00JUFG,https://agora.tn/fr/pc-portable-gaming/16772-pc-portable-gamer-lenovo-loq-15irx9-i7-13650hx-16go-512go-ssd-rtx4050.html,PC PORTABLE GAMER LENOVO LOQ 15IRX9 I7-13650HX 16GO 512GO SSD RTX4050,,https://agora.tn/fr/46424-home_default/pc-portable-gamer-lenovo-loq-15irx9-i7-13650hx-16go-512go-ssd-rtx4050.jpg,agora,"15.6""",,Intel Core i7,,16 Go,512 Go SSD,,Nvidia GeForce,FreeDos,Oui,"3 249,000 TND"
GF63-12VF-413XFR,https://agora.tn/fr/pc-portable-gaming/16133-pc-portable-gamer-msi-thin-gf63-12vf-i7-12650h-16go-512go-ssd-rtx4060.html,PC PORTABLE GAMER MSI THIN GF63 12VF I7-12650H 16GO 512GO SSD RTX4060,,https://agora.tn/fr/45135-home_default/pc-portable-gamer-msi-thin-gf63-12vf-i7-12650h-16go-512go-ssd-rtx4060.jpg,agora,"15.6""",,Intel Core i7,,16 Go,512 Go SSD,,Nvidia GeForce,FreeDos,Oui,"3 279,000 TND"
TUF507NV-LP100W,https://agora.tn/fr/pc-portable-gamer/15709-pc-portable-asus-gamer-tuf-f15-amd-ryzen-7-8go-512go-ssd-rtx-4060.html,PC PORTABLE ASUS GAMER TUF F15 AMD RYZEN 7 8GO 512GO SSD RTX 4060,,https://agora.tn/fr/44012-home_default/pc-portable-asus-gamer-tuf-f15-amd-ryzen-7-8go-512go-ssd-rtx-4060.jpg,agora,"15.6""",,AMD RYZEN 7,,8 Go,512 Go SSD,,Nvidia GeForce,Windows,Oui,"3 349,000 TND"
9S7-158571-1696,https://agora.tn/fr/pc-portable-gamer/16827-pc-portable-gamer-msi-katana-15-i7-13620h-16go-512go-ssd-rtx4050.html,PC PORTABLE GAMER MSI KATANA 15 I7-13620H 16GO 512GO SSD RTX4050,,https://agora.tn/fr/46524-home_default/pc-portable-gamer-msi-katana-15-i7-13620h-16go-512go-ssd-rtx4050.jpg,agora,"15.6""",,Intel Core i7,,16 Go,512 Go SSD,,Nvidia GeForce,FreeDos,Oui,"3 355,000 TND"
GF63-12VF-413XFR-32G,https://agora.tn/fr/pc-portable-gamer/16110-pc-portable-gamer-msi-thin-gf63-12vf-i7-12650h-32go-512go-ssd-rtx4060.html,PC PORTABLE GAMER MSI THIN GF63 12VF I7-12650H 32GO 512GO SSD RTX4060,,https://agora.tn/fr/45026-home_default/pc-portable-gamer-msi-thin-gf63-12vf-i7-12650h-32go-512go-ssd-rtx4060.jpg,agora,"15.6""",,Intel Core i7,,32 Go,512 Go SSD,,Nvidia GeForce,FreeDos,Oui,"3 405,000 TND"
GIGABYTE-G6KF-I7,https://agora.tn/fr/pc-portable-gaming/16781-pc-portable-gamer-gigabyte-g6-kf-i7-13620h-rtx-4060.html,PC PORTABLE GAMER GIGABYTE G6 KF i7-13620H RTX 4060,,https://agora.tn/fr/46454-home_default/pc-portable-gamer-gigabyte-g6-kf-i7-13620h-rtx-4060.jpg,agora,"16""",,Intel Core i7,,16 Go,1 To SSD,,Nvidia GeForce,FreeDos,Oui,"3 699,000 TND"
UM3504DA-MA306W,https://agora.tn/fr/pc-portable/16855-pc-portable-asus-zenbook-15-oled-amd-ryzen-7-32go-1to-ssd-gris.html,PC PORTABLE ASUS ZENBOOK 15 OLED AMD RYZEN 7 32GO 1TO SSD GRIS,,https://agora.tn/fr/46692-home_default/pc-portable-asus-zenbook-15-oled-amd-ryzen-7-32go-1to-ssd-gris.jpg,agora,"15.6""",,AMD RYZEN 7,,32 Go,1 To SSD,,AMD Radeon,Windows,Non,"3 719,000 TND"
FX507VV-LP285W,https://agora.tn/fr/pc-portable-gaming/16871-pc-portable-gamer-asus-tuf-f15-i7-13620h-8go-512go-ssd-rtx4060-8g0.html,PC PORTABLE GAMER ASUS TUF F15 I7-13620H 8GO 512GO SSD RTX4060 8G0,,https://agora.tn/fr/46806-home_default/pc-portable-gamer-asus-tuf-f15-i7-13620h-8go-512go-ssd-rtx4060-8g0.jpg,agora,"14""",,Intel Core i7,,8 Go,512 Go SSD,,Nvidia GeForce,FreeDos,Oui,"3 859,000 TND"
UX3405MA-QD224W,https://agora.tn/fr/pc-portable/16129-pc-portable-asus-zenbook-14-oled-ultra-i7-155h-16go-1to-ssd-silver.html,PC PORTABLE ASUS ZENBOOK 14 OLED ULTRA I7-155H 16GO 1TO SSD SILVER,,https://agora.tn/fr/45152-home_default/pc-portable-asus-zenbook-14-oled-ultra-i7-155h-16go-1to-ssd-silver.jpg,agora,"14""",,Intel Core i7,,16 Go,1 To,,Graphique Intégrée,Windows 11,Non,"3 859,000 TND"
TUF507VV-LP197W,https://agora.tn/fr/pc-portable-gaming/15708-pc-portable-gamer-asus-tuf-f15-i7-13620h-rtx-4060-8g-8-go-ddr5-512-go-ssd.html,PC PORTABLE GAMER ASUS TUF F15 I7-13620H RTX 4060 8G 8 GO DDR5 512 GO SSD,,https://agora.tn/fr/44004-home_default/pc-portable-gamer-asus-tuf-f15-i7-13620h-rtx-4060-8g-8-go-ddr5-512-go-ssd.jpg,agora,"15.6""",,Intel Core i7,,8 Go,512 Go SSD,,Nvidia GeForce,Windows,Oui,"3 999,000 TND"
82XV00L8FG,https://agora.tn/fr/pc-portable-gaming/14730-pc-portable-gamer-lenovo-loq-15irh8-i7-13620h-16go-1to-ssd-rtx4050.html,PC PORTABLE GAMER LENOVO LOQ 15IRH8 I7-13620H 16GO 1TO SSD RTX4050,,https://agora.tn/fr/41780-home_default/pc-portable-gamer-lenovo-loq-15irh8-i7-13620h-16go-1to-ssd-rtx4050.jpg,agora,"15.6""",,Intel Core i7,,16 Go,1 To SSD,,Nvidia GeForce,FreeDos,Oui,"3 999,000 TND"
TUF507VU-LP143W,https://agora.tn/fr/pc-portable-gaming/15712-pc-portable-gamer-asus-tuf-f15-i9-13900h-16go-512go-ssd-rtx-4050.html,PC PORTABLE GAMER ASUS TUF F15 I9-13900H 16GO 512GO SSD RTX 4050,,https://agora.tn/fr/44026-home_default/pc-portable-gamer-asus-tuf-f15-i9-13900h-16go-512go-ssd-rtx-4050.jpg,agora,"15.6""",,Intel Core i9,,16 Go,512 Go SSD,,Nvidia GeForce,Windows,Oui,"4 329,000 TND"
UP3404VA-KN060W,https://agora.tn/fr/pc-portable/15701-pc-portable-asus-zenbook-flip-oled-i7-1360p-16go-1to-ssd.html,PC PORTABLE ASUS ZENBOOK FLIP OLED I7-1360P 16GO 1TO SSD,,https://agora.tn/fr/44076-home_default/pc-portable-asus-zenbook-flip-oled-i7-1360p-16go-1to-ssd.jpg,agora,"14""",,Intel Core i7,,16 Go,1 To SSD,,Graphique Intégrée,Windows,Non,"4 429,000 TND"
82WM00CCFG,https://agora.tn/fr/pc-portable-gamer/16700-pc-portable-gamer-lenovo-legion-pro-5-rayzen-7-rtx4050.html,PC PORTABLE GAMER LENOVO LÉGION PRO 5 RAYZEN 7 RTX4050,,https://agora.tn/fr/46295-home_default/pc-portable-gamer-lenovo-legion-pro-5-rayzen-7-rtx4050.jpg,agora,"16""",,AMD RYZEN 7,,16 Go,1 To SSD,,Nvidia GeForce,Windows 11,Oui,"4 589,000 TND"
90NB10Z2-M006,https://agora.tn/fr/pc-portable-gaming/15209-pc-portable-asus-vivobook-pro-k6604ji-i7-13650hx-16go-512go-ssd-rtx4070.html,PC PORTABLE ASUS VIVOBOOK PRO K6604JI I7-13650HX 16GO 512GO SSD RTX4070,,https://agora.tn/fr/42588-home_default/pc-portable-asus-vivobook-pro-k6604ji-i7-13650hx-16go-512go-ssd-rtx4070.jpg,agora,"16""",,Intel Core i7,,16 Go,512 Go SSD,,Nvidia GeForce,Windows,Oui,"4 785,000 TND"
G15-5530-I9,https://agora.tn/fr/pc-portable-gaming/15966-pc-portable-gamer-dell-g15-5530-i9-13900hx-32go-1to-ssd-rtx4060.html,PC PORTABLE GAMER DELL G15 5530 I9-13900HX 32GO 1TO SSD RTX4060,,https://agora.tn/fr/44779-home_default/pc-portable-gamer-dell-g15-5530-i9-13900hx-32go-1to-ssd-rtx4060.jpg,agora,"15.6""",,Intel Core i9,,32 Go,1 To SSD,,Nvidia GeForce,Windows,Oui,"5 219,000 TND"
