Référence,lien,nom,Marque,image_url,boutique,Taille de l'écran,Résolution écran,Processeur,Référence processeur,Mémoire,Disque dur,Type de disque dur,Carte graphique,Système d'exploitation,Gamer,prix
MW2U3FN/A,https://batam.com.tn/macbook-pro-m4-16g-512g-black-43007337.html,APPLE MacBook Air M4 16Go 512Go SSD -Noir sidéral,APPLE,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43007337_1.jpg,Batam,14'',3024 x 1964,Apple M4,Apple M4,16 Go,512GO,SSD,,MacOS,Non,"7 099,000 DT"
MRX43FN/A,https://batam.com.tn/macbook-m3-18-1t-space-black-43006908.html,APPLE MacBook Pro M3 Pro 18Go 1To SSD - Noir Sidéral,APPLE,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43006908_1.jpg,Batam,14'',3024 x 1964,Apple M3 Pro,Apple M3 Pro,18 Go,1 To SSD,SSD,Graphique Intégrée,MacOS,Non,"10 499,000 DT"
MRW13FN/A,https://batam.com.tn/macbook-m3-18-512-space-black-43006909.html,APPLE MacBook Pro M3 Pro 18Go 512Go SSD - Noir Sidéral,APPLE,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43006909_1_1.jpg,Batam,16'',3456 x 2234,Apple M3 Pro,Apple M3 Pro,18 Go,512GO,SSD,Graphique Intégrée,MacOS,Non,"10 689,000 DT"
82YU0044FE,https://batam.com.tn/82yu0044fe-v15lenvo-8-256-15-6-43006690.html,PC Portable LENOVO V15 G4 AMN AMD Athlon 8Go 256Go SSD - Noir + Flash Disque 16GB Gratuit,LENOVO,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43006690_1_1.jpg,Batam,"15,6''",1920 x 1080,AMD Athlon,AMD Athlon Silver 7120U,8 Go,256GO,SSD,AMD Radeon,FreeDos,Non,"735,000 DT"
AB1T8EA,https://batam.com.tn/pc-hp-celeron-8gb-256gb-black-43007130.html,PC Portable HP 15-fd0297nk Intel N100 8Go 256G SSD - Noir,HP,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43007130.jpg,Batam,"15,6''",1366 x 768,Intel Celeron,Intel® N100,8 Go,256GO,SSD,Graphique Intégrée,FreeDos,Non,"759,000 DT"
886L5EA,https://batam.com.tn/hp-n100-4gb-15-6-256-w11-gray-43006685.html,PC Portable HP 15-fd0030nk Intel N100 4Go 256Go SSD  Gris + Sacoche Gratuite,HP,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43006685_2.jpg,Batam,"15,6''",1920 x 1080,Intel Celeron,Intel® N100,4 Mo,256GO,SSD,Graphique Intégrée,Windows 11 Famille,Non,"769,000 DT"
82V700EJFG,https://batam.com.tn/lenovo-n4020-8-256ssd-wh-bl-sa-43006614.html,PC Portable LENOVO IdeaPad 1 15IGL7 Intel Celeron N4020 8G 256Go SSD  Windows 11 Famille  Bleu + Sacoche LENOVO T210 Gratuite,LENOVO,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43006614_3.jpg,Batam,"15,6''",1366 x 768,Intel Celeron,Intel Celeron N4020,8 Go,256GO,SSD,Graphique Intégrée,Windows 11 Famille,Non,"799,000 DT"
N4004PVNB3520_UBU,https://batam.com.tn/dellvostro3520-i3-1215u-4-256g-43005853.html,Pc Portable DELL VOSTRO 3520 I3-1215U  4/256G,DELL,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43005853.jpg,Batam,"15,6''",1920 x 1080,Intel Core i3,Intel® Core™ i3-1215U,4 Go,256GO,SSD,Graphique Intégrée,FreeDos,Non,"869,000 DT"
82XQ00DMFG,https://batam.com.tn/lenovory3-7320u-8-256ssdw11-sa-43005844.html,PC Portable LENOVO IdeaPad Slim 3 15AMN8 AMD RYZEN 3 8Go 256Go SSD  Gris + Sacoche Gratuite,LENOVO,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/1/41001593_1_2.jpg,Batam,"15,6''",1920 x 1080,AMD Ryzen 3,AMD Ryzen 3 7320U,8 Go,256GO,SSD,AMD Radeon,Windows 11 Famille,Non,"899,000 DT"
82VG00Q5FG,https://batam.com.tn/pc-lenovo-r3-8-512gb-grey-24m-43007514.html,PC Portable LENOVO IdeaPad 1 15AMN7 AMD RYZEN 3 8Go 512G SSD - Gris + Sacoche,LENOVO,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43007514_.jpg,Batam,"15,6''",1366 x 768,AMD Ryzen,AMD Ryzen™ 3 7320U,8 Go,512GO,SSD,AMD Radeon,FreeDos,Non,"1 009,000 DT"
82RK0175FG,https://batam.com.tn/lenovo-i3-1215u-8-256ssd-sac-43005851.html,PC Portable LENOVO IdeaPad 3 15IAU7 i3 12ème Gén 8Go 256Go SSD - Bleu + Sacoche LENOVO Gratuite,LENOVO,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43005851_2.jpg,Batam,"15,6''",1920 x 1080,Intel Core i3,Intel® Core™ i3-1215U,8 Go,256GO,SSD,Graphique Intégrée,Windows 11 Famille,Non,"1 015,000 DT"
X1504VA-NJ520W,https://batam.com.tn/asus-i3-1315uddr4-4-256g-w11sl-43005857.html,Pc Portable ASUS I3-1315UDDR4 4/256G Windows 11 Silver,ASUS,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43005857.1jpg.jpg,Batam,"15,6''",1920 x 1080,Intel Core i3,Intel Core I3-1315U,4 Go,256GO,SSD,Graphique Intégrée,Windows 11 Famille,Non,"1 049,000 DT"
82QD00C2FG,https://batam.com.tn/lenovoip1-i3-1215u8-256sdgrey-43006126.html,Pc Portable LENOVO IDEAPAD 1 15IAU7 I3-1215U 8Go 256 GO SSD Gris,LENOVO,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43006126_1.jpg,Batam,"15,6''",1920 x 1080,Intel Core i3,Intel® Core™ i3-1215U,8 Go,,SSD,Graphique Intégrée,Windows 11,Non,"1 069,000 DT"
82XQ00HFFG,https://batam.com.tn/82xq00hffg-lenovo-r3-8-512-sa-43006691.html,Pc Portable Lenovo Ideapad Slim 3 Amd Ryzen3  8Go 512Go SSD Gris – 82XQ00HFFG + Souris Et Sacoche Gratuite,LENOVO,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43006691_4.jpg,Batam,"15,6''",1920 x 1080,AMD Ryzen 3,AMD Ryzen™ 3 7320U,8 Go,512GO,SSD,AMD Radeon,Windows 11 Famille,Non,"1 090,000 DT"
X1504VA-NJ519W,https://batam.com.tn/asus-i3-1315uddr4-4-256gw11blu-43005858.html,Pc Portable ASUS I3-1315UDDR4 4/256G Windows 11 Blue + Sacoche Gratuite,ASUS,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43005858_2.jpg,Batam,"15,6''",1920 x 1080,Intel Core i3,Intel Core I3-1315U,4 Go,256GO,SSD,Graphique Intégrée,Windows 11 Famille,Non,"1 099,000 DT"
A2MM1EA,https://batam.com.tn/pc-hp-i3-n305-8g-512gb-blue-43006997.html,Pc Portable HP 15-fd0052nk I3-N305 8Go 512Go SSD - Silver & Bleu,HP,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43006997_1.jpg,Batam,"15,6''",1920 x 1080,Intel Core i3,Intel® Core™ i3-N305,8 Go,512GO,SSD,Graphique Intégrée,FreeDos,Non,"1 149,000 DT"
82X700AYFG,https://batam.com.tn/82x700ayfg-lenovoi3-8g-512-sa-43006692.html,PC Portable LENOVO IdeaPad Slim 3 15IRU8 i3 13è Gén 8Go 512Go SSD Gris( 82X700AYFG) +Sacoche 24M Gratuite,LENOVO,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43006692_2.jpg,Batam,"15,6''",1920 x 1080,Intel Core i3,Intel® Core™ i3-1305U,8 Go,512GO,SSD,Graphique Intégrée,FreeDos,Non,"1 199,000 DT"
A2AP1EA,https://batam.com.tn/pc-hp-i3-8g-512-a2ap1ea-noir-43006558.html,Pc Portable HP 15-fd0055nk I3-N305 8Go 512Go SSD Noir + Sacoche Gratuite,HP,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43006558_1_1.jpg,Batam,"15,6''",1920 x 1080,Intel Core i3,Intel® Core™ i3-N305,8 Go,512GO,SSD,Graphique Intégrée,FreeDos,Non,"1 199,000 DT"
82XQ00M7FG,https://batam.com.tn/pc-lenovo-r5-16-512gb-grey-24m-43007515.html,PC Portable LENOVO IdeaPad Slim 3 15AMN8 AMD RYZEN 5 16Go 512Go SSD - Gris + Sacoche,LENOVO,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43007515-.jpg,Batam,"15,6''",1920 x 1080,AMD Ryzen 5,AMD Ryzen™ 5 7520U,16 Go,512GO,SSD,AMD Radeon,FreeDos,Non,"1 399,000 DT"
82RK016TFG,https://batam.com.tn/lenovoi5-1235u-8-512ssd-grey-43005852.html,Pc Portable LENOVO I5-1235U 8/512 SSD Gris,LENOVO,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43005852.jpg,Batam,"15,6''",1366 x 768,Intel Core i5,Intel® Core™ i5-1235U,8 Go,,SSD,Graphique Intégrée,Windows 11,Non,"1 469,000 DT"
82QD00E4FG,https://batam.com.tn/pc-lenovo-i5-8g-512-82qd00e4fg-43007300.html,PC Portable LENOVO IdeaPad 1 15IAU7 i5 12ème Gén 8Go 512Go SSD - Gris,LENOVO,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43007300.jpg,Batam,"15,6''",1920 x 1080,Intel Core i5,Intel® Core™ i5-1235U,8 Go,512GO,SSD,Graphique Intégrée,FreeDos,Non,"1 499,000 DT"
B12MO-1019XFR,https://batam.com.tn/msi-i3-1215u-16g-512ssd-iris-43006950.html,Pc Portable MSI Modern 15 B12MO i3 12è Gén 16Go 512Go SSD - Noir,MSI,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43006950.jpg,Batam,"15,6''",1920 x 1080,Intel Core i3,Intel® Core™ i3-1215U,16 Go,512GO,SSD,Graphique Intégrée,FreeDos,Non,"1 499,000 DT"
X1502VA-NJ231,https://batam.com.tn/asus-i5-8-512-win11-silver-43007326.html,PC Portable ASUS Vivobook 15 X1502VA i5 13è Gén 8Go 512Go SSD - Silver,ASUS,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43007326_1.jpg,Batam,"15,6''",,Intel Core i5,Intel® Core™ i5-13500H,8 Go,512GO,SSD,Graphique Intégrée,Windows 11 Famille,Non,"1 649,000 DT"
X1502VA-NJ147W,https://batam.com.tn/asus-i5-8-512-win-11quiet-blue-43007325.html,"Pc Portable Asus Vivobook 15 X1502VA, I5-13 Gén  8G 512Go Bleu",ASUS,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43007325.1.jpg,Batam,"15,6''",,Intel Core i5,,8 Go,512GO,SSD,,Windows 11,Non,"1 659,000 DT"
X1605VA-MB475W,https://batam.com.tn/asus-i5-13500h16ddr4-8-512gw11-43005863.html,PC Portable ASUS Vivobook 16 X1605VA i5 13è Gén 8Go 512Go SSD - Silver,ASUS,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43005863_1.jpg,Batam,"15,6''",1920 x 1200,Intel Core i5,Intel® Core™ i5-13500H,8 Go,,SSD,Graphique Intégrée,Windows 11,Non,"1 659,000 DT"
9D6W0EA,https://batam.com.tn/pc-hp-i5-8gb-512gb-w11-silver-43006999.html,PC Portable HP 15-fd0042nk i5 13è Gén 8Go 512Go SSD - Silver,HP,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43006999_2.jpg,Batam,"15,6''",1920 x 1080,Intel Core i5,Intel® Core™ i5-1334U,8 Go,512GO,SSD,Graphique Intégrée,Windows 11 Famille,Non,"1 689,000 DT"
9D6W1EA,https://batam.com.tn/pc-hp-i5-8gb-512gb-w11-gold-43007000.html,PC Portable HP 15-fd0048nk i5 13è Gén 8Go 512Go SSD - Silver & Or Chaud,HP,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43007000.jpg,Batam,"15,6''",1920 x 1080,Intel Core i5,Intel® Core™ i5-1334U,8 Go,512GO,SSD,Graphique Intégrée,Windows 11 Famille,Non,"1 689,000 DT"
A2AP6EA,https://batam.com.tn/pc-hp-i5-8g-512-a2ap6ea-gold-43006562.html,Pc Portable HP 15-FD0093NK I5 13È Gén 8GO 512GO SSD Silver & Or Chaud + Sacoche Gratuite,HP,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43006562_1.jpg,Batam,"15,6''",1920 x 1080,Intel Core i5,Intel® Core™ i5-1334U,8 Go,512GO,SSD,Graphique Intégrée,FreeDos,Non,"1 719,000 DT"
A2AP5EA,https://batam.com.tn/pc-hp-i5-8g-512-a2ap7ea-silver-43006563.html,Pc Portable HP 15-FD0094NK I5 13È Gén 8GO 512GO SSD Silver & Bleu+ Sacoche Gratuite,HP,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43006563_2.jpg,Batam,"15,6''",1920 x 1080,Intel Core i5,Intel® Core™ i5-1334U,8 Go,512GO,SSD,Graphique Intégrée,FreeDos,Non,"1 745,000 DT"
A2AP5EA,https://batam.com.tn/pc-hp-i5-8g-512-a2ap5ea-bleu-43006561.html,Pc Portable HP 15-fd0094nk i5 13è Gén 8Go 512Go SSD  Silver & Bleu + Sacoche Gratuite,HP,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43006561_2.jpg,Batam,"15,6''",1920 x 1080,Intel Core i5,Intel® Core™ i5-1334U,8 Go,512GO,SSD,Graphique Intégrée,FreeDos,Non,"1 745,000 DT"
A2AP8EA,https://batam.com.tn/pc-hp-i3-8g-512-a2an9ea-gold-43006560.html,Pc Portable HP 15-FD0097NK I5 13È Gén 8GO 512GO SSD Noir + Sacoche Gratuite,HP,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43006560_1_1.jpg,Batam,"15,6''",1920 x 1080,Intel Core i5,Intel® Core™ i5-1334U,8 Go,512GO,SSD,Graphique Intégrée,FreeDos,Non,"1 745,000 DT"
X1502VA-NJ278W,https://batam.com.tn/asus-i5-16g-512-win11-silver-43007319.html,Pc Portable Asus Vivobook 15 X1502va I5 13è Gén 16G 512Go Ssd Silver,ASUS,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43007319_1.jpg,Batam,"15,6''",,Intel Core i5,,16 Go,512GO,SSD,,Windows 11,Non,"1 779,000 DT"
B13M-1018XFR,https://batam.com.tn/msi-i5-1335u-16g-512ssd-fd-43006951.html,Pc Portable MSI Modern 15 B13M i5 13è Gén 16Go 512Go SSD - Noir,MSI,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43006951.1.jpg,Batam,"15,6''",1920 x 1080,Intel Core i5,Intel® Core™ i5-1335U,16 Go,512GO,SSD,Graphique Intégrée,FreeDos,Non,"1 799,000 DT"
82RK011WFG,https://batam.com.tn/lenovoip3-i7-1255u-8-512ssd-sa-43005843.html,PC Portable LENOVO IdeaPad 3 15IAU7 i7 12ème Gén 8 Go 512Go SSD - Gris + Sacoche Gratuite,LENOVO,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43005843_1.jpg,Batam,"15,6''",1920 x 1080,Intel Core i7,Intel® Core™ i7-1255U,8 Go,512GO,SSD,Graphique Intégrée,FreeDos,Non,"1 929,000 DT"
X1504VA-NJ686W,https://batam.com.tn/asus-u5-8-512-win-11-silver-43007320.html,Pc Portable Asus X1504VA-NJ686W U5 8G 512Go Ssd Silver,ASUS,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43007320.jpg,Batam,"15,6''",,U5,,8 Go,512GO,SSD,,Windows 11,Non,"2 099,000 DT"
83EM008XFG,https://batam.com.tn/pc-lenovoi7-16g-512-83em008xfg-43007301.html,PC Portable LENOVO IdeaPad Slim 3 15IRH8 i7 13è Gén 16Go 512Go SSD Gris,LENOVO,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43007301_1.jpg,Batam,"15,6''",,Intel Core i7,,16 Go,512GO,SSD,,FreeDos,Non,"2 169,000 DT"
X1605VA-MB472W,https://batam.com.tn/asus-i7-13700h16ddr4-8-512gw11-43005864.html,PC Portable ASUS Vivobook 16 X1605VA i7 13è Gén 8Go 512Go SSD - Silver,ASUS,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43005864_1.jpg,Batam,16'',1920 x 1200,Intel Core i7,Intel® Core™ i7-13700H,8 Go,512GO,SSD,Graphique Intégrée,Windows 11,Non,"2 245,000 DT"
UM425QA-KI165W-2Y,https://batam.com.tn/asus-ux425-r7-8-512g-w11grey-43006619.html,Pc Portable ASUS Zenbook 14 AMD RYZEN 7 8Go 512Go SSD - Gris,ASUS,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43006619_1_1.jpg,Batam,14'',1920 x 1080,AMD Ryzen 7,AMD Ryzen 7-5800H,8 Go,512GO,SSD,AMD Radeon,Windows 11 Famille,Non,"2 269,000 DT"
85D05EA,https://batam.com.tn/hp-probook-450g10-i5-8g-256-sa-43006123.html,Pc Portable HP ProBook 450 G10 i5 13è Gén 8Go 256Go SSD - Silver + Sacoche Gratuit,HP,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43006123.jpg,Batam,"15,6''",1920 x 1080,Intel Core i5,Intel® Core™ i5-1335U,8 Go,256GO,SSD,Graphique Intégrée,FreeDos,Non,"2 359,000 DT"
A2AP9EA,https://batam.com.tn/pc-hp-i7-16g-1t-a2ap9ea-silver-43006565.html,Pc Portable HP 15-FD0127NK I7 13È Gén 16GO 1TO SSD Silver + Sacoche Gratuite,HP,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43006565_2.jpg,Batam,"15,6''",1920 x 1080,Intel Core i7,Intel® Core™ i7-1355U,16 Go,,,Graphique Intégrée,FreeDos,Non,"2 429,000 DT"
MGN63FN-A,https://batam.com.tn/macbook-air-8-256gb-grey-43006899.html,APPLE MacBook Air M1 8Go 256Go SSD - Gris,APPLE,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43006899_1_1.jpg,Batam,"13.3""",2560 x 1600,Apple M1,Apple M1,8 Go,256GO,SSD,Graphique Intégrée,MacOS,Non,"3 339,000 DT"
MQKR3FN/A,https://batam.com.tn/macbook-air-8-256gb-silver-43006900.html,APPLE MacBook Air M2 (2023) 8Go 256Go SSD - Silver,APPLE,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43006900_2.jpg,Batam,"15.3""",2880 x 1864,Apple M2,Apple M2,8 Go,256GO,SSD,Graphique Intégrée,MacOS,Non,"5 619,000 DT"
MQKU3FN/A,https://batam.com.tn/macbook-8-256gb-starlight-43006901.html,APPLE MacBook Air M2 (2023) 8Go 256Go SSD - Lumière stellaire,APPLE,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43006901_1_1.jpg,Batam,"15.3""",2880 x 1864,Apple M2,Apple M2,8 Go,256GO,SSD,Graphique Intégrée,MacOS,Non,"5 629,000 DT"
MXCR3FN/A,https://batam.com.tn/macbook-m3-6gb-512-space-gray-43006905.html,Apple MACBOOK Air M3  16 Go  512 Go _ Gris sidéral,APPLE,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43006905_2.jpg,Batam,"13.6""",2560 x 1664,Apple M3,Apple M3,16 Go,512GO,SSD,Graphique Intégrée,MacOS,Non,"6 599,000 DT"
MRX33FN/A,https://batam.com.tn/macbook-m3-18-512g-space-black-43006906.html,APPLE MacBook Pro M3 Pro 18Go 512Go SSD - Noir Sidéral,APPLE,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43006906_3_1.jpg,Batam,14'',3024 x 1964,Apple M3 Pro,Apple M3 Pro,18 Go,512GO,SSD,Graphique Intégrée,MacOS,Non,"8 779,000 DT"
MRX63FN/A,https://batam.com.tn/macbook-m3-18-512g-silver-43006907.html,APPLE MacBook Pro M3 Pro 18Go 512Go SSD - Silver,APPLE,https://batam.com.tn/media/catalog/product/cache/26742a42496e58e10979d74ecdf1cb51/4/3/43006907_1_1.jpg,Batam,14'',3024 x 1964,Apple M3 Pro,Apple M3 Pro,18 Go,512GO,SSD,Graphique Intégrée,MacOS,Non,"8 779,000 DT"
