reference,link,name,brand,image_url,store,screen_size,processor,ram,SSD,HDD,gpu,os,gamer,price
X1504VA-NJ520W-8G,https://agora.tn/fr/pc-portable/16089-pc-portable-asus-vivobook-15-x1504va-i3-1315u-8go-256go-ssd-silver.html,PC PORTABLE ASUS VIVOBOOK 15 X1504VA I3-1315U 8GO 256GO SSD SILVER,Asus,https://agora.tn/fr/44977-home_default/pc-portable-asus-vivobook-15-x1504va-i3-1315u-8go-256go-ssd-silver.jpg,agora,15.6,Intel Core i3,8,256,0,Integrated Graphics,Windows,0,1065.0
X1504VA-NJ520W-12G,https://agora.tn/fr/pc-portable/16176-pc-portable-asus-vivobook-15-x1504va-i3-1315u-12go-256go-silver.html,PC PORTABLE ASUS VIVOBOOK 15 X1504VA I3-1315U 12GO 256GO SILVER,Asus,https://agora.tn/fr/45317-home_default/pc-portable-asus-vivobook-15-x1504va-i3-1315u-12go-256go-silver.jpg,agora,15.6,Intel Core i3,12,256,0,Integrated Graphics,Windows,0,1089.0
82RK017AFG,https://agora.tn/fr/pc-portable/16136-pc-portable-lenovo-ideapad-3-15iau7-i3-1215u-8go-512go-ssd-bleu.html,PC PORTABLE LENOVO IDEAPAD 3 15IAU7 I3-1215U 8GO 512GO SSD BLEU,Lenovo,https://agora.tn/fr/45116-home_default/pc-portable-lenovo-ideapad-3-15iau7-i3-1215u-8go-512go-ssd-bleu.jpg,agora,15.6,Intel Core i3,8,512,0,Integrated Graphics,Windows,0,1099.0
82RK016YFG,https://agora.tn/fr/pc-portable/16081-pc-portable-lenovo-ideapad-3-15iau7-i3-1215u-8go-512go-ssd-gris.html,PC PORTABLE LENOVO IDEAPAD 3 15IAU7 I3-1215U 8GO 512GO SSD GRIS,Lenovo,https://agora.tn/fr/45297-home_default/pc-portable-lenovo-ideapad-3-15iau7-i3-1215u-8go-512go-ssd-gris.jpg,agora,15.6,Intel Core i3,8,512,0,Integrated Graphics,FreeDos,0,1099.0
X1504VA-NJ480W,https://agora.tn/fr/pc-portable/16130-pc-portable-asus-vivobook-15-x1504va-i3-1315u-8go-256-ssd-bleu.html,PC PORTABLE ASUS VIVOBOOK 15 X1504VA I3-1315U 8GO 256 SSD BLEU,Asus,https://agora.tn/fr/45144-home_default/pc-portable-asus-vivobook-15-x1504va-i3-1315u-8go-256-ssd-bleu.jpg,agora,15.6,Intel Core i3,8,256,0,Integrated Graphics,Windows,0,1109.0
N1612PVNB3530-UBU,https://agora.tn/fr/pc-portable/16509-pc-portable-dell-vostro-3530-i3-1305u-8go-256go-ssd-noir.html,PC PORTABLE DELL VOSTRO 3530 I3-1305U 8GO 256GO SSD NOIR,Dell,https://agora.tn/fr/45817-home_default/pc-portable-dell-vostro-3530-i3-1305u-8go-256go-ssd-noir.jpg,agora,15.6,Intel Core i3,8,256,0,Integrated Graphics,FreeDos,0,1129.0
A2MM1EA,https://agora.tn/fr/pc-portable/16487-pc-portable-hp-15-fd0052nk-i3-n305-8go-512go-ssd-silver.html,PC PORTABLE HP 15-FD0052NK I3-N305 8GO 512GO SSD SILVER,Hp,https://agora.tn/fr/45775-home_default/pc-portable-hp-15-fd0052nk-i3-n305-8go-512go-ssd-silver.jpg,agora,15.6,Intel Core i3,8,512,0,Integrated Graphics,FreeDos,0,1149.0
A2AN9EA,https://agora.tn/fr/pc-portable/15906-pc-portable-hp-15-fd0051nk-i3-n305-8go-512go-ssd-gold.html,PC PORTABLE HP 15-FD0051NK I3-N305 8GO 512GO SSD GOLD,Hp,https://agora.tn/fr/44658-home_default/pc-portable-hp-15-fd0051nk-i3-n305-8go-512go-ssd-gold.jpg,agora,15.6,Intel Core i3,8,512,0,Integrated Graphics,FreeDos,0,1169.0
N1612PVNB3530EMEA0,https://agora.tn/fr/pc-portable/15203-pc-portable-dell-vostro-3530-i3-1305u-8go-512go-ssd-noir.html,PC PORTABLE DELL VOSTRO 3530 I3-1305U  8GO 512GO SSD NOIR,Dell,https://agora.tn/fr/42659-home_default/pc-portable-dell-vostro-3530-i3-1305u-8go-512go-ssd-noir.jpg,agora,15.6,Intel Core i3,8,512,0,Integrated Graphics,Windows,0,1199.0
X1504VA-NJ1000W,https://agora.tn/fr/pc-portable/16500-pc-portable-asus-x1504va-i3-1315u-8go-512go-ssd-silver.html,PC PORTABLE ASUS X1504VA I3-1315U 8GO 512GO SSD SILVER,Asus,https://agora.tn/fr/45776-home_default/pc-portable-asus-x1504va-i3-1315u-8go-512go-ssd-silver.jpg,agora,15.6,Intel Core i3,8,512,0,Integrated Graphics,FreeDos,0,1245.0
9S7-15H112-1019,https://agora.tn/fr/pc-portable/16628-pc-portable-msi-modern-15-b12m-i3-1215u-16go-512go-ssd-noir.html,PC PORTABLE MSI MODERN 15 B12M I3-1215U 16GO 512GO SSD NOIR,Msi,https://agora.tn/fr/46026-home_default/pc-portable-msi-modern-15-b12m-i3-1215u-16go-512go-ssd-noir.jpg,agora,15.6,Intel Core i3,16,512,0,Integrated Graphics,FreeDos,0,1399.0
N1610PVNB3520EMEA0,https://agora.tn/fr/pc-portable/15206-pc-portable-dell-vostro-3520-i5-1235u-8go-512go-ssd-noir.html,PC PORTABLE DELL VOSTRO 3520 I5-1235U 8GO 512GO SSD NOIR,Dell,https://agora.tn/fr/42672-home_default/pc-portable-dell-vostro-3520-i5-1235u-8go-512go-ssd-noir.jpg,agora,15.6,Intel Core i5,8,512,0,Integrated Graphics,Ubuntu,0,1425.0
82RK0174FG,https://agora.tn/fr/pc-portable/16076-pc-portable-lenovo-ideapad-3-15iau7-i5-1235u-8go-512go-ssd-bleu.html,PC PORTABLE LENOVO IDEAPAD 3 15IAU7 I5-1235U 8GO 512GO SSD BLEU,Lenovo,https://agora.tn/fr/45304-home_default/pc-portable-lenovo-ideapad-3-15iau7-i5-1235u-8go-512go-ssd-bleu.jpg,agora,15.6,Intel Core i5,8,512,0,Integrated Graphics,Windows,0,1469.0
81W1017HFE,https://agora.tn/fr/pc-portable/11079-pc-portable-lenovo-ideapad-3-adm-ryzen-7-8go-512go-ssd-bleu.html,PC PORTABLE LENOVO IDEAPAD 3 ADM RYZEN 7 8GO 512GO SSD BLEU,Lenovo,https://agora.tn/fr/37889-home_default/pc-portable-lenovo-ideapad-3-adm-ryzen-7-8go-512go-ssd-bleu.jpg,agora,15.6,AMD Ryzen 7,8,512,0,AMD,Windows,0,1489.0
83ER00H5FG,https://agora.tn/fr/pc-portable/17051-pc-portable-lenovo-ideapad-s3-i5-12450h-16go-512go-ssd-156-gris.html,"PC PORTABLE LENOVO IDEAPAD S3 I5-12450H 16GO 512GO SSD 15.6"" GRIS",Lenovo,https://agora.tn/fr/47467-home_default/pc-portable-lenovo-ideapad-s3-i5-12450h-16go-512go-ssd-156-gris.jpg,agora,15.6,Intel Core i5,16,512,0,Integrated Graphics,FreeDos,0,1539.0
N3409PVNB3530EMEA01_UBU,https://agora.tn/fr/pc-portable/16506-pc-portable-dell-vostro-3530-i5-1334u-8go-512go-ssd-noir.html,PC PORTABLE DELL VOSTRO 3530 I5-1334U 8GO 512GO SSD NOIR,Dell,https://agora.tn/fr/45913-home_default/pc-portable-dell-vostro-3530-i5-1334u-8go-512go-ssd-noir.jpg,agora,15.6,Intel Core i5,8,512,0,Integrated Graphics,FreeDos,0,1549.0
A2AP5EA,https://agora.tn/fr/pc-portable/15904-pc-portable-hp-15-fd0094nk-i5-1334u-8go-512go-ssd-bleu.html,PC PORTABLE HP 15-FD0094NK I5-1334U  8GO 512GO SSD BLEU,Hp,https://agora.tn/fr/44648-home_default/pc-portable-hp-15-fd0094nk-i5-1334u-8go-512go-ssd-bleu.jpg,agora,15.6,Intel Core i5,8,512,0,Integrated Graphics,FreeDos,0,1585.0
83EM00GMFG,https://agora.tn/fr/pc-portable/17049-pc-portable-lenovo-ideapad-s3-i5-13420h-16go-512go-ssd-156-gris.html,"PC PORTABLE LENOVO IDEAPAD S3 I5-13420H 16GO 512GO SSD 15.6"" GRIS",Lenovo,https://agora.tn/fr/47553-home_default/pc-portable-lenovo-ideapad-s3-i5-13420h-16go-512go-ssd-156-gris.jpg,agora,15.6,Intel Core i5,16,512,0,Integrated Graphics,FreeDos,0,1589.0
A2AP8EA,https://agora.tn/fr/pc-portable/15899-pc-portable-hp-15-fd0097nk-i5-1334u-8go-512go-ssd-noir.html,PC PORTABLE HP 15-FD0097NK I5-1334U 8GO 512GO SSD NOIR,Hp,https://agora.tn/fr/44632-home_default/pc-portable-hp-15-fd0097nk-i5-1334u-8go-512go-ssd-noir.jpg,agora,15.6,Intel Core i5,8,512,0,Integrated Graphics,FreeDos,0,1639.0
A2AP7EA,https://agora.tn/fr/pc-portable/15902-pc-portable-hp-15-fd0095nk-i5-1334u-8go-512go-ssd-silver.html,PC PORTABLE HP 15-FD0095NK I5-1334U 8GO 512GO SSD SILVER,Hp,https://agora.tn/fr/44640-home_default/pc-portable-hp-15-fd0095nk-i5-1334u-8go-512go-ssd-silver.jpg,agora,15.6,Intel Core i5,8,512,0,Integrated Graphics,FreeDos,0,1649.0
9D6W0EA,https://agora.tn/fr/pc-portable/16862-pc-portable-hp-15-fd0042nk-8go-512go-ssd-silver.html,PC PORTABLE HP 15-FD0042NK 8GO 512GO SSD SILVER,Hp,https://agora.tn/fr/46716-home_default/pc-portable-hp-15-fd0042nk-8go-512go-ssd-silver.jpg,agora,15.6,Intel Core i5,8,512,0,Integrated Graphics,Windows,0,1689.0
X1502-NJ231W-16,https://agora.tn/fr/pc-portable/16709-pc-portable-asus-vivovook-15-x1502va-i5-13500h-16go-512g-ssd-silver.html,PC PORTABLE ASUS VIVOVOOK 15 X1502VA I5-13500H 16GO 512G SSD SILVER,Asus,https://agora.tn/fr/46309-home_default/pc-portable-asus-vivovook-15-x1502va-i5-13500h-16go-512g-ssd-silver.jpg,agora,15.6,Intel Core i5,16,512,0,Integrated Graphics,Windows,0,1689.0
9S7-15H112-1018,https://agora.tn/fr/pc-portable/16620-pc-portable-msi-modern-15-b13m-i5-1335u-16go-512go-ssd-noir.html,PC PORTABLE MSI MODERN 15 B13M I5-1335U 16GO 512GO SSD NOIR,Msi,https://agora.tn/fr/46022-home_default/pc-portable-msi-modern-15-b13m-i5-1335u-16go-512go-ssd-noir.jpg,agora,15.6,Intel Core i5,16,512,0,Integrated Graphics,FreeDos,0,1739.0
82XM00H6FG,https://agora.tn/fr/pc-portable/16775-pc-portable-lenovo-ideapad-slim-3-amd-rayzen-7-16go-512go-ssd-gris-sacoche.html,PC PORTABLE LENOVO IDEAPAD SLIM 3 AMD RAYZEN 7 16GO 512GO SSD GRIS + SACOCHE,Lenovo,https://agora.tn/fr/46473-home_default/pc-portable-lenovo-ideapad-slim-3-amd-rayzen-7-16go-512go-ssd-gris-sacoche.jpg,agora,15.6,AMD Ryzen 7,16,512,0,AMD,FreeDos,0,1769.0
M3502QA-MA013W,https://agora.tn/fr/pc-portable/13978-pc-portable-asus-m3502qa-rayzen-5-8go-512go-ssd-noir.html,PC PORTABLE ASUS M3502QA RAYZEN 5 8GO 512GO SSD NOIR,Asus,https://agora.tn/fr/40340-home_default/pc-portable-asus-m3502qa-rayzen-5-8go-512go-ssd-noir.jpg,agora,15.6,AMD Ryzen 5,8,512,0,AMD,Windows,0,1790.0
A2AN8EA,https://agora.tn/fr/pc-portable/15905-pc-portable-hp-15-fd0045nk-i5-1334u-8go-512go-ssd-mx570a-silver.html,PC PORTABLE HP 15-FD0045NK I5-1334U 8GO 512GO SSD MX570A SILVER,Hp,https://agora.tn/fr/44655-home_default/pc-portable-hp-15-fd0045nk-i5-1334u-8go-512go-ssd-mx570a-silver.jpg,agora,15.6,Intel Core i5,8,512,0,Nvidia GeForce,Windows,0,1839.0
AB1T6EA,https://agora.tn/fr/pc-portable/16556-pc-portable-hp-15-fd0080nk-i5-1334u-8go-512go-ssd-mx570-noir.html,PC PORTABLE HP 15-FD0080NK I5-1334U 8GO 512GO SSD MX570 NOIR,Hp,https://agora.tn/fr/45770-home_default/pc-portable-hp-15-fd0080nk-i5-1334u-8go-512go-ssd-mx570-noir.jpg,agora,15.6,Intel Core i5,8,512,0,Nvidia GeForce,FreeDos,0,1855.0
82QD00FYFG,https://agora.tn/fr/pc-portable/16424-pc-portable-lenovo-ideapad-1-15iau7-i7-1255u-8go-512go-ssd-bleu.html,PC PORTABLE LENOVO IDEAPAD 1 15IAU7 I7-1255U 8GO 512GO SSD BLEU,Lenovo,https://agora.tn/fr/45808-home_default/pc-portable-lenovo-ideapad-1-15iau7-i7-1255u-8go-512go-ssd-bleu.jpg,agora,15.6,Intel Core i7,8,512,0,Integrated Graphics,FreeDos,0,1969.0
82K202CMFG,https://agora.tn/fr/pc-portable-gaming/16131-pc-portable-gamer-lenovo-ideapad-3-15ach6-adm-ryzen-5-16go-512go-ssd-rtx-2050-noir.html,PC PORTABLE GAMER LENOVO IDEAPAD 3 15ACH6 ADM RYZEN 5 | 16GO | 512GO SSD | RTX 2050 | NOIR,Lenovo,https://agora.tn/fr/45143-home_default/pc-portable-gamer-lenovo-ideapad-3-15ach6-adm-ryzen-5-16go-512go-ssd-rtx-2050-noir.jpg,agora,15.6,AMD Ryzen 5,16,512,0,Nvidia GeForce,FreeDos,1,1969.0
82XX00A9FG,https://agora.tn/fr/pc-portable/15639-pc-portable-lenovo-ideapad-flex-5-adm-ryzen-5-8go-512go-ssd-gris.html,PC PORTABLE LENOVO IDEAPAD FLEX 5 ADM RYZEN 5 8GO 512GO SSD GRIS,Lenovo,https://agora.tn/fr/43953-home_default/pc-portable-lenovo-ideapad-flex-5-adm-ryzen-5-8go-512go-ssd-gris.jpg,agora,14.0,AMD Ryzen 5,8,512,0,AMD,Windows,0,1995.0
X1502ZA-EJ767W,https://agora.tn/fr/pc-portable/14814-pc-portable-asus-vivobook-15-x1502z-i7-1255u-8go-512go-ssd-silver.html,PC PORTABLE ASUS VIVOBOOK 15 X1502Z I7-1255U 8GO 512GO SSD SILVER,Asus,https://agora.tn/fr/41957-home_default/pc-portable-asus-vivobook-15-x1502z-i7-1255u-8go-512go-ssd-silver.jpg,agora,15.6,Intel Core i7,8,512,0,Integrated Graphics,Windows,0,2009.0
83EM008XFG,https://agora.tn/fr/pc-portable/16782-pc-portable-lenovo-ideapad-slim-i7-13620h-16go-512go-ssd-gris.html,PC PORTABLE LENOVO IDEAPAD SLIM I7-13620H 16GO 512GO SSD GRIS,Lenovo,https://agora.tn/fr/46450-home_default/pc-portable-lenovo-ideapad-slim-i7-13620h-16go-512go-ssd-gris.jpg,agora,15.6,Intel Core i7,16,512,0,Integrated Graphics,FreeDos,0,2045.0
FA506NF-HN005W,https://agora.tn/fr/pc-portable-gamer/15604-pc-portable-gamer-asus-tuf-a15-amd-ryzen-5-8go-512go-ss-rtx-2050.html,PC PORTABLE GAMER ASUS TUF A15 AMD RYZEN 5 8GO 512GO SS RTX 2050,Asus,https://agora.tn/fr/44047-home_default/pc-portable-gamer-asus-tuf-a15-amd-ryzen-5-8go-512go-ss-rtx-2050.jpg,agora,15.6,AMD Ryzen 5,8,512,0,Nvidia GeForce,Windows,1,2099.0
A2AQ2EA,https://agora.tn/fr/pc-portable/16162-pc-portable-hp-15-fd0286nk-i7-1355u-8go-512go-ssd-silver.html,PC PORTABLE HP 15-FD0286NK I7-1355U 8GO 512GO SSD SILVER,Hp,https://agora.tn/fr/45245-home_default/pc-portable-hp-15-fd0286nk-i7-1355u-8go-512go-ssd-silver.jpg,agora,15.6,Intel Core i7,8,512,0,Integrated Graphics,FreeDos,0,2129.0
S3605ZF-N1342W,https://agora.tn/fr/pc-portable-gamer/15707-pc-portable-asus-gamer-vivobook-16x-s3605zf-i5-12500h-8go-512go-ssd-rtx-2050.html,PC PORTABLE ASUS GAMER VIVOBOOK 16X S3605ZF I5-12500H 8GO 512GO SSD RTX 2050,Asus,https://agora.tn/fr/44002-home_default/pc-portable-asus-gamer-vivobook-16x-s3605zf-i5-12500h-8go-512go-ssd-rtx-2050.jpg,agora,16.0,Intel Core i5,8,512,0,Nvidia GeForce,Windows,1,2149.0
X1502VA-NJ257W,https://agora.tn/fr/pc-portable/15366-pc-portable-asus-vivobook-15-x1502va-i9-13900h-8go-512go-ssd-silver.html,PC PORTABLE ASUS VIVOBOOK 15 X1502VA I9-13900H 8GO 512GO SSD SILVER,Asus,https://agora.tn/fr/44382-home_default/pc-portable-asus-vivobook-15-x1502va-i9-13900h-8go-512go-ssd-silver.jpg,agora,15.6,Intel Core i9,8,512,0,Integrated Graphics,Windows,0,2175.0
845L4EA,https://agora.tn/fr/pc-portable/16491-pc-portable-hp-x360-pavilion-x360-2-in-1-14-ek1001nk-i5-8go-512go-ssd-silver.html,PC PORTABLE HP X360 PAVILION X360 2-IN-1 14-EK1001NK I5 8GO 512GO SSD SILVER,Hp,https://agora.tn/fr/46735-home_default/pc-portable-hp-x360-pavilion-x360-2-in-1-14-ek1001nk-i5-8go-512go-ssd-silver.jpg,agora,14.0,Intel Core i5,8,512,0,Integrated Graphics,Windows,0,2249.0
N1807PVNB3530EMEA0,https://agora.tn/fr/pc-portable/15376-pc-portable-dell-vostro-3530-i7-1355u-8go-512go-ssd-mx550-noir.html,PC PORTABLE DELL VOSTRO 3530 I7-1355U 8GO 512GO SSD MX550 NOIR,Dell,https://agora.tn/fr/43272-home_default/pc-portable-dell-vostro-3530-i7-1355u-8go-512go-ssd-mx550-noir.jpg,agora,15.6,Intel Core i7,8,512,0,Nvidia GeForce,Windows,0,2275.0
83GS00AKFG,https://agora.tn/fr/pc-portable-gaming/16128-pc-portable-gamer-lenovo-loq3-15iax9-i5-12450hx-16go-512go-ssd-rtx2050.html,PC PORTABLE GAMER LENOVO LOQ3 15IAX9 I5-12450HX 16GO 512GO SSD RTX2050,Lenovo,https://agora.tn/fr/45088-home_default/pc-portable-gamer-lenovo-loq3-15iax9-i5-12450hx-16go-512go-ssd-rtx2050.jpg,agora,15.6,Intel Core i5,16,512,0,Nvidia GeForce,Windows,1,2279.0
9U1B8EA,https://agora.tn/fr/pc-portable-gaming/16636-pc-portable-gamer-hp-victus-15-fb0037nk-amd-ryzen-5-5600h-8go-512go-ssd-rtx3050-blanc.html,PC PORTABLE GAMER HP VICTUS 15-FB0037NK AMD RYZEN 5-5600H | 8GO | 512GO SSD | RTX3050 | BLANC,Hp,https://agora.tn/fr/46221-home_default/pc-portable-gamer-hp-victus-15-fb0037nk-amd-ryzen-5-5600h-8go-512go-ssd-rtx3050-blanc.jpg,agora,15.6,AMD Ryzen 5,8,512,0,Nvidia GeForce,Windows,1,2479.0
898D5EA,https://agora.tn/fr/pc-portable/15896-pc-portable-hp-15-fd0018nk-i7-32go-512-go-bleu.html,PC PORTABLE HP 15-FD0018NK I7 32GO 512 GO BLEU,Hp,https://agora.tn/fr/44622-home_default/pc-portable-hp-15-fd0018nk-i7-32go-512-go-bleu.jpg,agora,15.6,Intel Core i7,8,512,0,Nvidia GeForce,Windows,0,2499.0
X1704VA-AU232W,https://agora.tn/fr/pc-portable/15717-pc-portable-asus-vivobook-x1704va-i7-1355u-16g-512go-ssd-173-silver.html,"PC PORTABLE ASUS VIVOBOOK X1704VA I7-1355U 16G 512GO SSD 17.3"" SILVER",Asus,https://agora.tn/fr/44080-home_default/pc-portable-asus-vivobook-x1704va-i7-1355u-16g-512go-ssd-173-silver.jpg,agora,17.3,Intel Core i7,16,512,0,Integrated Graphics,Windows,0,2499.0
9S7-16R831-2606,https://agora.tn/fr/pc-portable-gamer/16769-pc-portable-gamer-msi-thin-15-b13ucx-i7-13620h-8go-512go-ssd-rtx2050.html,PC PORTABLE GAMER MSI THIN 15 B13UCX I7-13620H 8GO 512GO SSD RTX2050,Msi,https://agora.tn/fr/46553-home_default/pc-portable-gamer-msi-thin-15-b13ucx-i7-13620h-8go-512go-ssd-rtx2050.jpg,agora,15.6,Intel Core i7,8,512,0,Nvidia GeForce,FreeDos,0,2519.0
TP3402VA-LZ265W,https://agora.tn/fr/pc-portable/15703-pc-portable-asus-vivobook-s14-flip-i5-13500h-8go-512go-ssd-silver.html,PC PORTABLE ASUS VIVOBOOK S14 FLIP I5-13500H 8GO 512GO SSD SILVER,Asus,https://agora.tn/fr/44055-home_default/pc-portable-asus-vivobook-s14-flip-i5-13500h-8go-512go-ssd-silver.jpg,agora,14.0,Intel Core i5,8,512,0,Integrated Graphics,Windows,0,2699.0
FX507ZC4-HN288W,https://agora.tn/fr/pc-portable-gaming/16132-pc-portable-gamer-asus-tuf-fx507zc4-i7-12700h-16go-1to-ssd-rtx-3050.html,PC PORTABLE GAMER ASUS TUF FX507ZC4 I7-12700H 16GO 1TO SSD RTX 3050,Asus,https://agora.tn/fr/45149-home_default/pc-portable-gamer-asus-tuf-fx507zc4-i7-12700h-16go-1to-ssd-rtx-3050.jpg,agora,15.6,Intel Core i7,16,0,1024,Nvidia GeForce,Windows,1,2879.0
3540-I7-512,https://agora.tn/fr/pc-portable/14846-pc-portable-dell-latitude-3540-i7-1355u-8go-512go-ssd-noir.html,PC PORTABLE DELL LATITUDE 3540 I7-1355U 8GO 512GO SSD NOIR,Dell,https://agora.tn/fr/42005-home_default/pc-portable-dell-latitude-3540-i7-1355u-8go-512go-ssd-noir.jpg,agora,15.6,Intel Core i7,8,512,0,Integrated Graphics,FreeDos,0,2899.0
845M6EA,https://agora.tn/fr/pc-portable-gaming/16163-pc-portable-gamer-hp-victus-15-fa1001nk-i7-13620h-16go-512go-ssd-rtx-3050.html,PC PORTABLE GAMER HP VICTUS 15-FA1001NK I7-13620H 16GO 512GO SSD RTX 3050,Hp,https://agora.tn/fr/45249-home_default/pc-portable-gamer-hp-victus-15-fa1001nk-i7-13620h-16go-512go-ssd-rtx-3050.jpg,agora,15.6,Intel Core i7,16,512,0,Nvidia GeForce,Windows,1,2959.0
9S7-16R831-1232,https://agora.tn/fr/pc-portable-gamer/16622-pc-portable-gamer-msi-thin-15-b12uc-1232xfr-i7-12650h-16go-512go-ssd-rtx3050.html,PC PORTABLE GAMER MSI THIN 15 B12UC-1232XFR I7-12650H 16GO 512GO SSD RTX3050,Msi,https://agora.tn/fr/46035-home_default/pc-portable-gamer-msi-thin-15-b12uc-1232xfr-i7-12650h-16go-512go-ssd-rtx3050.jpg,agora,15.6,Intel Core i7,16,512,0,Nvidia GeForce,FreeDos,1,2989.0
82XT00BVFG,https://agora.tn/fr/pc-portable-gamer/15645-pc-portable-lenovo-loq-15aph8-amd-ryzen-7-16go-512go-ssd.html,PC PORTABLE LENOVO LOQ 15APH8 AMD RYZEN 7 16GO 512GO SSD,Lenovo,https://agora.tn/fr/43881-home_default/pc-portable-lenovo-loq-15aph8-amd-ryzen-7-16go-512go-ssd.jpg,agora,15.6,AMD Ryzen 7,16,512,0,Nvidia GeForce,Windows,1,2999.0
9S7-158571-1698,https://agora.tn/fr/pc-portable-gaming/16829-pc-portable-gamer-msi-katana-15-i5-13420h-16go-512go-ssd-rtx4050.html,PC PORTABLE GAMER MSI KATANA 15 I5-13420H 16GO 512GO SSD RTX4050,Msi,https://agora.tn/fr/46533-home_default/pc-portable-gamer-msi-katana-15-i5-13420h-16go-512go-ssd-rtx4050.jpg,agora,15.6,Intel Core i5,16,512,0,Nvidia GeForce,FreeDos,1,3015.0
21JK001PFE,https://agora.tn/fr/pc-portable/16042-pc-portable-lenovo-thinkpad-e14-i7-1355u-8go-512go-ssd-mx550-noir.html,PC PORTABLE LENOVO THINKPAD E14 I7-1355U 8GO 512GO SSD MX550 NOIR,Lenovo,https://agora.tn/fr/45545-home_default/pc-portable-lenovo-thinkpad-e14-i7-1355u-8go-512go-ssd-mx550-noir.jpg,agora,14.0,Intel Core i7,8,512,0,Nvidia GeForce,FreeDos,0,3089.0
15A12VE-462XFR,https://agora.tn/fr/pc-portable-gaming/16126-pc-portable-gamer-msi-cyborg-15-a12ve-462xfr-i7-12650h-8go-512go-ssd-rtx4050.html,PC PORTABLE GAMER MSI CYBORG 15 A12VE-462XFR I7-12650H 8GO 512GO SSD RTX4050,Msi,https://agora.tn/fr/45070-home_default/pc-portable-gamer-msi-cyborg-15-a12ve-462xfr-i7-12650h-8go-512go-ssd-rtx4050.jpg,agora,15.6,Intel Core i7,8,512,0,Nvidia GeForce,FreeDos,1,3099.0
83DV00A2FG,https://agora.tn/fr/pc-portable-gamer/15637-pc-portable-gamer-lenovo-loq-15irx9-i7-13650hx-16go-512go-ssd-rtx3050.html,PC PORTABLE GAMER LENOVO LOQ 15IRX9 I7-13650HX 16GO 512GO SSD RTX3050,Lenovo,https://agora.tn/fr/43876-home_default/pc-portable-gamer-lenovo-loq-15irx9-i7-13650hx-16go-512go-ssd-rtx3050.jpg,agora,15.6,Intel Core i7,16,512,0,Nvidia GeForce,FreeDos,1,3099.0
TUF507NV-LP099W,https://agora.tn/fr/pc-portable-gamer/15711-pc-portable-asus-tuf-gaming-a15-amd-ryzen-5-8go-512go-ssd-rtx-4060.html,PC PORTABLE ASUS TUF GAMING A15 AMD RYZEN 5 8GO 512GO SSD RTX 4060,Asus,https://agora.tn/fr/44016-home_default/pc-portable-asus-tuf-gaming-a15-amd-ryzen-5-8go-512go-ssd-rtx-4060.jpg,agora,15.6,AMD Ryzen 5,8,512,0,Nvidia GeForce,Windows,1,3145.0
G15-5530-I7-3Y,https://agora.tn/fr/pc-portable-gaming/14844-pc-portable-gamer-dell-g15-5530-i7-13650hx-16go-512go-ssd-rtx-3050.html,PC PORTABLE GAMER DELL G15 5530 I7-13650HX 16GO 512GO SSD RTX 3050,Dell,https://agora.tn/fr/42016-home_default/pc-portable-gamer-dell-g15-5530-i7-13650hx-16go-512go-ssd-rtx-3050.jpg,agora,15.6,Intel Core i7,16,512,0,Nvidia GeForce,Windows,1,3225.0
83DV00JUFG,https://agora.tn/fr/pc-portable-gaming/16772-pc-portable-gamer-lenovo-loq-15irx9-i7-13650hx-16go-512go-ssd-rtx4050.html,PC PORTABLE GAMER LENOVO LOQ 15IRX9 I7-13650HX 16GO 512GO SSD RTX4050,Lenovo,https://agora.tn/fr/46424-home_default/pc-portable-gamer-lenovo-loq-15irx9-i7-13650hx-16go-512go-ssd-rtx4050.jpg,agora,15.6,Intel Core i7,16,512,0,Nvidia GeForce,FreeDos,1,3249.0
GF63-12VF-413XFR,https://agora.tn/fr/pc-portable-gaming/16133-pc-portable-gamer-msi-thin-gf63-12vf-i7-12650h-16go-512go-ssd-rtx4060.html,PC PORTABLE GAMER MSI THIN GF63 12VF I7-12650H 16GO 512GO SSD RTX4060,Msi,https://agora.tn/fr/45135-home_default/pc-portable-gamer-msi-thin-gf63-12vf-i7-12650h-16go-512go-ssd-rtx4060.jpg,agora,15.6,Intel Core i7,16,512,0,Nvidia GeForce,FreeDos,1,3279.0
TUF507NV-LP100W,https://agora.tn/fr/pc-portable-gamer/15709-pc-portable-asus-gamer-tuf-f15-amd-ryzen-7-8go-512go-ssd-rtx-4060.html,PC PORTABLE ASUS GAMER TUF F15 AMD RYZEN 7 8GO 512GO SSD RTX 4060,Asus,https://agora.tn/fr/44012-home_default/pc-portable-asus-gamer-tuf-f15-amd-ryzen-7-8go-512go-ssd-rtx-4060.jpg,agora,15.6,AMD Ryzen 7,8,512,0,Nvidia GeForce,Windows,1,3349.0
9S7-158571-1696,https://agora.tn/fr/pc-portable-gamer/16827-pc-portable-gamer-msi-katana-15-i7-13620h-16go-512go-ssd-rtx4050.html,PC PORTABLE GAMER MSI KATANA 15 I7-13620H 16GO 512GO SSD RTX4050,Msi,https://agora.tn/fr/46524-home_default/pc-portable-gamer-msi-katana-15-i7-13620h-16go-512go-ssd-rtx4050.jpg,agora,15.6,Intel Core i7,16,512,0,Nvidia GeForce,FreeDos,1,3355.0
